"","simulation_number","angle","gap","ant","dist","re","diff_coef","stink_width","init_conc","total_conc","norm_conc","hair1","hair2","hair3","hair4","hair5","hair6","hair7","hair8","hair9","hair10","hair11","hair12","hair13","hair14","hair15","hair16","hair17","hair18","hair19","hair20","hair21","hair22","hair23","hair24","hair25","row1","row2","row3","row4","row5"
"1670",1654,169.39405,5.7031354,24.243198,0.011571279,1.9079785,6.562546e-05,0.035885299,1832571.1,294521856147.847,18922.2798719328,39628980219.0767,44888393681.2626,55368939245.9897,8251106920.13753,9669612923.61272,18878553530.8818,28975289864.9185,20220651909.0032,4400990966.97183,1792908162.75221,2827050902.07483,10344047675.623,14470520636.6159,3009673925.87536,778707907.026992,543610908.913347,1453302564.09184,5808952454.27381,12144187806.4561,3425360212.83148,1216068123.80633,619154633.023339,593011975.854166,1260454069.17415,3952324927.59966,139886313146.329,65774563239.5505,39585649616.425,26064768396.7973,23210561748.7452
"1671",1665,29.091675,15.863252,43.597333,0.0051308835,7.0068741,1.6717806e-05,0.019864534,3369305.8,96711006418.8975,6162.18480990275,65359922.9488692,110280671.155871,85971558.0924831,161107501.172645,183513228.169908,270581696.342481,299572921.72512,1203901740.20204,763792710.804044,589880174.126845,559906699.86989,689564244.145346,4824722828.41002,3224977696.28055,2701432239.52213,2311153912.65331,2023271805.2691,1885816953.17746,18656099663.9049,13158764186.2543,11492231635.8731,9940526441.38066,8972362400.92974,7054630610.18781,5481582976.29887,261612152.197224,914775347.410154,3807045569.14817,16971375435.3126,74756197914.8294
"1672",1669,34.500779,5.1483625,47.98024,0.0066857007,7.5065249,1.7017209e-05,0.016431664,944994.97,63665105518.7301,6970.19848169557,126318850.251328,156203490.073589,387591735.484573,60397295.3239923,120033032.871511,195175793.003462,735251193.872453,1744102819.56901,348111409.573175,164433879.961198,157899436.43846,398334275.596401,4625263579.56001,1489072643.23996,982544249.225994,821603430.53966,759717287.946406,1099219884.53814,15494581357.5013,8596748375.61802,6589423401.3133,5522719636.33473,4759209682.38336,4141002785.85988,4190145992.65021,670114075.80949,1110857315.07142,2812881821.13824,9777421075.05017,49293831231.6608
"1673",1687,176.79028,39.155091,42.301827,0.019678025,6.773332,8.3328224e-05,0.024357917,9821552.5,147185490466.442,7756.52502471292,20026890239.4633,23102933947.0773,24468344149.9681,7172541309.52353,7597724758.68702,11337838007.3204,13799788179.7856,7780315897.75868,3606989934.51174,2477485538.77299,3084654175.66165,5883272569.09142,3628660250.86035,1782789823.09338,983267442.993588,939830524.570278,1435835902.70641,2460257490.34143,1501696450.75059,1110265537.30689,644821783.546136,418397297.008708,469758214.667659,676039740.702285,795091300.272401,67598168336.5086,39907892255.3166,22832718115.7965,11230641434.5654,5616070324.25468
"1674",1691,25.78397,12.652554,29.963793,0.016482687,0.61503049,2.658411e-06,0.013744539,5657585,168034046234.848,5518.16361961339,143222601.197267,246783659.520417,243402972.813717,320331020.691478,357747688.95936,599154209.349041,703042094.544859,2233818086.90892,1326730512.19364,1116150440.80564,1089560177.99182,1532645151.14058,7866008566.53854,5017350172.48522,4471376614.1832,4259289591.3621,3964033500.88762,4258183728.29188,28695646412.6241,21039561145.0576,18635145863.1612,16988094514.9545,15843426730.7587,14523171426.5562,12560169351.8702,633409233.531401,1980275013.54474,7298904369.0406,29836242173.7486,128285215444.982
"1675",1673,13.113857,48.924467,17.059594,0.010779716,6.6893815,3.1408947e-05,0.033442318,9775301.6,115277173425.102,7294.77852552192,236867031.971067,268649880.80947,305203149.093742,511867788.015945,443887237.369417,661445738.562968,636575619.090952,1662655319.67687,1469222632.40851,1361481084.22357,1335993428.70903,1444700733.18752,4602436696.70747,3821306221.86956,4213979455.9755,3691240049.34802,3760541410.28566,3540915308.22774,11352362306.069,13475733523.9602,12853231913.9171,11618690440.616,12686408774.8163,10986130734.1,8335646946.09012,810720061.874279,2253776383.03928,7274053198.2055,23630419142.414,81308204639.5687
"1676",1695,14.867559,25.546856,29.733662,0.017722236,9.688896,7.7967014e-05,0.0075449086,3272991.6,21798605151.3299,2298.68856642744,24240391.8189909,36810908.4325863,35320609.4560756,55765052.5955617,57126343.3006195,85566554.3489389,84485197.4079518,249875966.178399,192513411.477953,180428391.990245,171879409.695758,204575717.862788,812445226.402989,700077538.796739,662872233.363374,627940036.387911,602839793.126651,586477325.769546,2937308368.71443,2670478521.31432,2486370530.15916,2390805534.4542,2247180086.87555,2041292206.74371,1653929794.65542,96371909.7076528,282943147.653072,999272897.205143,3992652153.84721,16427365042.9168
"1677",1684,62.989174,48.522314,20.14078,0.0017910554,6.2147128,8.050735e-05,0.038641957,1541710.9,14269142311.893,4809.45881361452,64386226.1189106,22685578.088771,180825151.579274,42566223.857456,168216678.870091,28758303.9652877,452807017.378735,1108065221.85141,355599391.093268,134705434.208828,61115619.4938068,33808241.4844858,2044885040.52095,799933421.511225,380302710.421007,196716085.702555,99158406.347091,51133629.7200078,3261069647.78128,2297938387.52261,1195811253.19347,698674382.764434,372230306.758047,164228370.014499,53521581.645468,267896955.786956,692348224.071569,1693293908.1318,3572129294.22283,8043473929.67981
"1678",1677,88.785857,33.978802,36.814322,0.0071386635,7.0780233,1.1723092e-05,0.021043487,5035801.8,40547687540.0433,2285.65910533764,523473811.451685,155006635.799832,2658258117.392,285150926.485962,1159631005.82364,80707788.892659,4605801527.89552,6134911040.82194,1474272681.57564,467842755.910665,106010014.2548,41932190.0455391,6999536444.07311,2160121259.49609,593225228.387234,174059984.260856,49029927.1206287,19268672.9890355,8971666641.87404,2751204054.17768,810875493.313148,233048435.427088,65191401.1592526,19660763.7249156,7800737.69029451,3336738564.64352,6131291249.09778,8224968682.60859,9995241516.32695,12859447527.3664
"1679",1658,50.897229,43.293498,41.038816,0.0052541139,3.7603886,7.4029123e-05,0.042416651,5770228.6,72261367439.0733,6214.36260490428,135120017.445428,89394751.957944,287811299.905751,184091127.813345,368814639.466606,152992098.068013,1179297708.78528,3265097422.43274,1222326694.28495,643780778.073684,366542750.570469,315710127.684907,7753973467.26977,3547994923.40979,1986034035.49046,1516793074.33568,852299272.194883,566595497.429279,17937256678.9153,10820329711.8173,7566355005.40122,4947929647.91364,3796362694.56018,1932782143.15757,825681870.689091,512326069.309123,1885195574.13324,5813457773.04675,16223690270.1299,47826697752.4543
"1680",1699,67.431879,22.963393,34.317659,0.012503107,7.7803192,4.4714188e-05,0.013593149,7833924.7,77920005158.7955,2621.79343050941,334495171.8614,102031752.702512,1491099068.89745,196438550.912772,774923976.266073,79835682.5367294,3639661583.65438,6916482666.17455,1655655115.09405,476975179.490386,179665542.272357,91368351.2505606,10098382633.169,3771559461.63622,1522558533.96997,697125158.599999,340233096.454599,154224478.672086,24167143308.3426,10518045211.1222,5553842044.10419,2992591960.32049,1309504526.93187,635932423.331602,220229681.027376,1927625993.46136,4690859793.36996,9320146854.2819,16584083362.5019,45397289155.1804
"1681",1662,99.77559,2.3644055,15.944629,0.012408556,5.4256853,5.2776046e-05,0.032451009,7488567.3,1382150994605.79,12280.5443499552,69141248792.9326,50133643246.4841,173804097260.004,6947197501.39235,18450964256.2945,14556617643.6322,140792021728.747,148311108711.606,15385534920.759,2064911349.20332,1605464590.4526,8484894981.30309,176813234968.215,20840591397.3462,4454495974.91078,2028848097.89877,1988457350.92705,7665930915.16375,331659175380.334,85917352939.4143,38891780647.3513,22189414595.7738,14242371331.5504,10653254929.7482,15128381094.346,293078989299.421,180746801130.066,175851914553.324,213791558704.462,518681730918.518
"1682",1688,54.219301,10.61672,26.80121,0.0045700275,1.6913333,9.7464888e-05,0.048503212,533814.59,53330296517.2473,15746.2828408906,146485550.420936,62461219.4350031,630457211.261917,72306486.893602,270733353.95187,50965831.7066209,1446206663.48974,3047470965.07517,623996005.9169,234852174.49979,120524221.080588,116162324.96544,6256551358.77916,2012930933.36766,977101021.828027,633037565.217807,419659700.065555,322689752.403196,15476667745.2696,7558612188.21574,4845088020.49889,3367282926.71996,2286623276.75027,1468090569.20919,883339450.224705,839403981.117856,1840212336.04183,4143005691.53788,10621970331.6614,35885704176.8883
"1683",1666,63.774945,5.6788979,44.375149,0.0027591965,6.4338077,7.617093e-05,0.038216949,6777626.8,931406331146.643,14275.9687888187,8118071300.20687,3992520694.61124,31467063378.6175,1697314841.18037,6956989047.96657,1458704975.40923,45855913003.045,69728770579.2718,11297962262.5986,2631470384.35304,1242225736.13041,1626588601.65001,118696037102.229,27589827482.272,11018547778.2076,6520819335.00268,4404830406.83984,4186925317.00316,282365710627,115656637054.32,66964711589.2639,45181932589.29,29628781770.1143,18930665037.9714,14187310252.0885,43577655373.4356,55968921867.6012,86527017564.0039,172416987421.554,572915748920.048
"1684",1703,44.176879,31.027974,49.998143,0.010837695,5.4923605,1.3883788e-05,0.035339155,8730151.4,169213533711.27,7264.90258452198,232434027.369492,173072473.822406,461526479.895949,403681645.044199,670341216.126501,407664802.04157,1750379098.22486,5554577900.11699,2183299643.60856,1344505256.81926,1080649070.54693,890030499.184874,14972832648.6242,7544462705.14513,5143712975.6623,3884074814.37356,2662476810.22568,1954867182.77403,37881022690.2997,23041649461.7208,18813747878.2738,14941847820.9539,11637271077.3999,7681620054.59091,3901785478.42487,867032981.087847,3232066761.43713,11053062370.2766,36162427136.8048,117898944461.664
"1685",1692,91.178079,41.472497,29.470739,0.0135141,3.6175254,7.9914072e-05,0.049472388,9732335.8,122344693582.681,4218.84191357495,1785742523.12621,430502694.144323,8478716222.63963,715911155.314856,3544766007.46418,259681905.258319,14396528383.1137,18221632240.4344,5705452730.53023,1300829700.3744,357197580.669685,106715319.591674,21534227449.1585,7088087561.16034,1672118872.22305,513106151.093397,137285761.963377,62045001.3803093,25341869615.8391,7606145014.2222,2160653439.02805,667379368.459708,170725846.750572,60696344.0510669,26676694.6894199,10694961439.9102,18916887451.1511,25691827571.6004,31006870796.979,36034146323.0401
"1686",1670,74.600861,44.529057,11.891918,0.0095711876,8.863684,8.227397e-06,0.031974907,7310518.9,66408277807.7109,3950.64825802808,573741297.879076,211260910.115679,2001114165.08352,377126622.178615,1236448801.99791,169387380.243235,4985522067.72177,6899159602.4232,2541068459.11465,727535903.98157,268110568.500915,120860567.07281,9624985738.87299,3124275669.06727,1718997519.94639,641309750.157929,260384765.910153,94874783.4557091,16312743603.8785,7494570555.96938,3906739950.57226,1884133085.20638,870326450.296737,272908660.019204,90690928.0450646,2786116373.07828,6768484872.14154,10556735101.0931,15464828227.4104,30832113233.9875
"1687",1674,84.590243,5.5145705,22.598499,0.018685667,6.4340363,9.0174953e-05,0.045033987,3117209.9,468447158691.87,13286.019428484,10055178456.2597,4353548999.20857,37115107366.9059,1669459378.24307,6910978054.5104,1170942170.49282,43040125992.3968,52555327998.0629,8227266754.11836,1444536411.95824,441338797.513633,583050162.719163,73702204146.4931,13407206830.92,3295698861.17443,1129803742.7002,505432773.70938,539762247.275104,135744077501.613,42290139428.1179,16939120199.5818,7347984194.65057,3393387874.71416,1573089850.31406,1012390498.21651,51523834822.3742,52791505595.6431,63251520124.3723,92580108602.2723,208300189547.208
"1688",1681,63.562735,47.255467,36.92065,0.018869853,5.188827,9.7257374e-05,0.026242023,8295044.4,53649592613.8426,3270.5311777891,205298625.421767,98069971.9537049,638039257.095759,176633618.867909,532921765.461831,91598031.0031029,1962370760.46887,3964834634.22182,1254570887.65691,474472230.592426,238098756.144916,96864309.8648251,7990925783.29549,2870450179.33317,1391644881.38712,780473168.950623,338160157.884568,175579383.184567,14142859213.8222,7480319628.16377,4367940562.71273,2110754478.25461,1517363033.97918,564811978.801898,184537315.318843,941407854.471231,2763524175.80172,6028840818.4809,13547233554.0355,30368586211.0532
"1689",1685,79.047081,8.5350639,15.086519,0.015268316,8.0781071,8.7024498e-05,0.045370081,7318168.8,755435155024.829,12134.780647204,9637762972.77757,3286679957.34401,41815218131.6262,2206802469.88855,10330796197.6817,1009596271.59982,58375736235.9152,81538785352.6769,14836217193.3168,2990094997.66708,812834108.302689,551971316.079666,119764891499.453,26455951893.2699,7476924910.11735,2691088131.82921,1095152651.70678,663087277.993084,230051070815.179,79661324610.6097,34161413831.4195,15120262531.5532,6813865288.08247,2791391668.43622,1296234710.30314,54739661061.7478,71922931175.0853,100729902968.043,158147096364.369,369895563455.583
"1690",1707,45.134238,33.735781,1.7210735,0.0024039118,3.0189124,6.1469988e-05,0.032385188,7555278.6,108398389211.495,5772.20999657457,148026698.617004,103463773.456129,290760333.860046,245711741.465315,438088325.080053,216230943.758193,1132642857.08015,3585540803.57079,1463599491.44305,850198915.256052,632901955.392195,507914382.705753,9986784690.23798,4740447592.74135,3200968562.82232,2226161381.72245,1706500512.34501,1114536543.74855,25330978097.0172,16767706053.2464,11556777543.5993,9482432941.72428,6480053715.63055,4203596022.60363,1986365332.37177,542250805.93318,2032673867.38371,7040155548.36784,22975399283.6177,75807909706.1931
"1691",1696,39.071287,29.008876,32.659219,0.0036208568,8.4754126,9.1612356e-05,0.027279571,7862435.9,121108830637.561,5456.28074259541,114638430.745847,108465638.881546,188601418.069172,269110016.365411,381067575.396464,283851490.731187,760443492.97847,2964503863.3037,1380574657.85942,967993185.215118,749096209.535196,699433334.762745,9927926080.39181,5066201600.53178,3644021495.63106,2982871786.80982,2269671585.38845,1677058016.83904,25767708958.608,16989495683.7182,14557576519.6917,11342368390.6698,8355991859.29867,6278500559.40221,3381658786.73646,411705487.696566,1694472575.47153,6761601250.67618,25567750565.5919,86673300758.125
"1692",1678,23.906642,36.721288,16.307933,0.0035177678,4.336828,3.0005191e-05,0.0078893089,8376970.2,30647714271.6094,1645.24790602831,41945790.3048645,53348981.5438196,48328687.1196578,99503157.579661,106015693.811556,136014019.946425,122281493.476971,411580128.152889,339071064.742938,301244306.187434,278966295.303215,296411392.070435,1296888835.56288,1161875744.25038,1057387922.96049,946126439.146739,833586802.488417,700198203.700493,4233820929.61075,3831238059.97985,3571306790.34973,3380364855.02043,3153303030.91388,2534780037.91115,1712125609.47438,143623458.968342,463814364.814613,1627273186.45691,5996063948.1094,22416939313.2602
"1693",1689,103.79481,27.212643,40.938334,0.019451757,5.738857,9.2375459e-05,0.048489586,5910881.3,148978220300.296,7047.790554159,5394377350.77542,1179604767.91403,17420350248.0535,1340794364.78475,5464842213.07498,389674900.989751,20419493077.2445,20590058717.2106,5981578565.84463,1618094870.80494,430996997.542664,167739776.523692,23696446680.6248,6460916472.99794,1648787429.96082,463782319.980723,155823501.312067,83078550.8449332,24719660050.6638,7883476292.92836,2317560349.73823,744582064.796364,246365966.795652,96194550.1277133,63940218.7609968,23994332366.7429,27614804556.094,28788468927.9265,32508834955.7213,36071779493.8111
"1694",1693,89.97033,4.2568305,23.703599,0.014478888,6.2494744,1.5811351e-05,0.047432292,918623.02,181625439345.766,14867.7375912842,5673779623.11181,2844395889.76827,18360842025.33,786529480.821679,2899161102.53324,703453877.551787,18385458665.9499,21490167290.8554,3047902537.1772,498039720.535695,168481398.327311,351708790.395984,27730324338.6953,4381095789.6851,905706874.080877,293986228.646849,154090726.440963,270396366.4607,49977508126.666,13546371150.3927,5101417039.13316,2148701601.67663,969393527.093806,498915815.388232,437611359.047041,26879017538.2101,22774603126.8566,25556299737.2916,33735600324.0098,72679918619.3976
"1695",1711,92.75228,35.587518,40.914546,0.010875614,8.2772742,6.2084736e-05,0.040047105,2176522,28621682789.2529,3980.2178375549,459683139.215888,103800886.091621,2279862893.60998,202538749.450387,908898669.968511,56740531.5544569,3592511145.78488,4051265232.08359,1111208178.88932,287787769.820972,74200109.7030726,24716071.1050139,4674809404.56927,1519021495.60343,418390050.538972,115453892.439378,32730385.7223064,13662028.1851442,6310556358.81341,1624611520.09037,558342305.941722,138988505.271756,41958451.0392496,13517174.2906741,6427839.4694856,2843346918.91749,4760689096.75823,5549177361.60198,6774067257.0585,8694402154.91667
"1696",1682,178.88502,31.638699,39.358464,0.0066259155,1.9154789,4.6792209e-06,0.034676439,1946879.6,71179946879.5412,15668.3300385647,8351644274.75702,10014968122.5878,10393778571.4957,3426192973.53572,3479456561.51147,5913148760.43958,6033671852.21206,3882639143.89862,1827989109.51562,1326270221.29568,1783379298.79135,3567306379.10519,2203644739.18187,1066242954.43964,606349128.800525,557182515.688761,942643914.185783,1949607726.48293,932202814.449552,639092574.903709,355362021.565144,256217690.50747,326840376.1165,567586829.446224,776528324.627269,28760390968.8406,18852470147.6988,12387584152.6065,7325670978.77952,3853830631.61587
"1697",1700,47.585509,22.743959,47.897945,0.0087250294,7.0253325,1.1361481e-05,0.025049109,1132531.3,24326933182.2694,6149.55231316559,37549926.0050771,19730984.6339265,97321889.2805195,50277330.494162,104232099.886822,43994813.7190906,354206488.509472,957659788.051146,330600413.845207,175300113.512262,127913940.497255,106349318.339195,2439708250.68214,1070833953.99423,659710012.865018,497569956.660329,337271582.025242,247042681.244467,5863969165.65766,3494376716.36043,2546335966.93506,1961229450.53835,1346682014.28723,960782399.664675,496283924.580409,154602799.919523,552710732.609547,1697823574.24507,5252136437.47142,16669659638.0238
"1698",1697,31.126872,3.1793558,6.4864913,0.0077405966,7.4591403,2.8865154e-05,0.0127516,367728.9,25818588686.5325,5785.17590740353,98191519.0665248,136716880.469936,263791497.622106,26986582.5727206,48801197.1946878,135736468.570049,383356588.511815,731818577.743229,103981171.229324,39975861.3105305,49527184.2022538,218690258.230101,1729119156.47889,452765253.405982,297991039.614607,256707916.50913,256435075.899342,547775363.452526,6121550279.21507,3189958040.42207,2573505141.72421,2185463303.22723,1967240583.25345,1789250783.44209,2213252963.1646,498699897.158566,594880836.849272,1143993052.71544,3540793805.36048,20040221094.4487
"1699",1686,144.29326,26.818597,34.119075,0.0095905086,2.5455033,2.0734416e-05,0.039958015,1955336.7,52116268762.5623,8796.76435482668,5316410039.21424,2843667111.5218,9842001126.99517,1332891658.9979,2760613254.41063,596538756.609954,7196623416.35354,6022637846.09909,1766323576.11749,747490534.024665,320453538.348248,147058842.861302,5008282296.43713,1597672153.37804,554613032.118058,210493392.415134,83191816.8196496,48308323.6683367,3439458659.90235,1251697609.30446,575584487.636777,247251572.524658,116373448.702963,61382527.5385243,29249740.5621857,18002078277.7312,11886667086.372,9003964337.4508,7502561014.83635,5720998046.17193
"1700",1701,29.643254,9.7116146,49.760571,0.0085699234,9.764003,5.2417794e-05,0.010378411,9547998.7,238716937728.764,3747.98194728655,150986376.060878,291899538.636966,281254222.648726,281048086.274902,327805150.672536,610333525.234128,872749204.560795,3362934856.85568,1482248074.12156,1049952009.377,956260138.757193,1507508648.30497,12905128481.5663,6735570989.46521,5291174307.86833,4507679643.38632,4022015078.24196,4442868622.2964,52455933782.1165,33421160348.9623,27571208677.5623,23852551027.8677,20413004772.2822,17352527892.1609,14571134273.4821,724140137.346569,2091935966.74236,8358903727.41641,37904437122.8245,189637520774.434
"1701",1704,160.80576,30.153128,18.796399,0.0051326438,4.903466,4.4821876e-05,0.020172557,5520719.5,72962652141.3996,5149.05597589701,9612223860.56383,8446589166.11905,13774081934.56,2740465748.6714,4079104024.21121,2748501281.29344,8703195172.13145,6320278525.50763,2297820181.372,1137621702.34547,860778785.223374,784895701.242436,3923160075.77979,1549380430.90043,649876722.774065,339376237.438381,238962504.205498,248281698.535905,2265094761.57961,1149850755.62143,525802431.378297,251325078.167531,147145819.818098,101955368.363499,66884173.595849,31832894961.2428,18271266226.3075,11401394895.6909,6949037669.63407,4508058388.52432
"1702",1715,74.197874,45.345501,32.754643,0.0093778673,4.6450781,8.219995e-06,0.038987682,9134124.1,99150384595.4948,4825.08530744481,842836195.771523,320851917.852973,2908848996.12908,569775605.715415,1830661513.99409,196219313.028924,7280315337.46365,10051154825.9197,3307284592.79172,1242886143.57048,422167199.216282,199462146.959243,15420115019.2121,4584175509.16601,2399223490.54049,1014900176.29875,429969003.340749,196688065.424078,24087774938.1026,11164801735.7844,5924960114.65633,2927956537.46144,1279683851.40067,393610170.765246,154062194.928816,4072537109.75357,9876971770.20208,15222954908.4574,24045071263.9822,45932849543.0995
"1703",1705,142.40814,26.627924,9.0748156,0.013344602,7.3536293,2.1271984e-05,0.040169681,9203233,247659752573.111,8845.12701979629,26751420641.5422,12091857974.6778,46318747033.8326,6216380472.44692,13169504241.7874,2935468407.52944,30978578121.1658,29806154941.0537,9364323147.44514,3469033531.09816,1573296872.30414,667945704.256213,24205295011.2117,7618036894.91635,2348980352.37555,1040071248.58852,444571660.229951,249092582.468336,16735483845.7643,6918808734.18454,2617253584.32935,1150644492.59717,541890259.434755,298936203.218345,147976614.652355,85162025650.0525,53299931242.9296,44880754196.1573,35906047749.7904,28410993734.1808
"1704",1708,51.134585,19.278536,17.081481,0.01754605,3.7613593,2.6092141e-05,0.0078615639,7459215.9,59599072361.5485,1986.20283660968,105312231.996502,50432278.5765478,356286081.054632,104745592.508898,272568344.429056,72604557.6400029,1135679451.67985,2796895349.00011,885282667.003225,357215149.112661,235121230.491123,175397131.198198,6524089051.41695,2576069545.18922,1437538039.00681,984565678.627735,630373410.6779,450862783.467069,16022031236.4136,8651075200.6644,5951895471.38546,4183456854.42512,2939651650.68712,1782026181.16205,917897193.734228,512030591.627682,1585597946.2578,4449911526.80532,12603498508.3857,40448033788.472
"1705",1690,99.345855,46.884075,42.581898,0.0016871234,9.5700312,5.4346561e-05,0.044474251,7309465.1,69435541822.0452,4028.15181322847,1988985877.26107,489178703.618451,6207735905.7014,640879177.221148,2233703789.6508,233545464.706104,10074498118.1827,10302341760.1359,3140298778.93826,962589760.31128,292263887.00145,92653570.7727078,11151598685.21,2941939886.58102,1133443834.9009,351353164.831559,116880847.693398,58747222.0319478,11521543273.1036,3347859411.10889,1414965857.26324,472510276.178516,163864218.495707,65610645.6426731,36549705.502408,8685900486.58092,13182626549.7608,14790147757.1596,15753963641.2488,17022903387.295
"1706",1709,98.966466,27.347124,47.446416,0.0064701651,8.0660819,3.061134e-05,0.039304662,2771311.3,56131205491.401,5379.50800641282,1471073977.17465,295560970.105474,6153397167.83868,425482733.299206,1851998283.7097,119507219.650506,7383391853.71648,7931138974.88513,2116443957.95793,549208445.195189,153871919.657299,53818498.2566946,8832350231.67063,2613153705.89332,712505898.941898,193234727.636943,52510210.9460355,26835129.3999965,10855351429.3505,3073614865.18747,857317329.500088,266362668.749445,93925591.3182961,31314265.7166495,17835435.6427598,7920032115.1188,9780380090.37589,10804481795.9522,12430589904.4888,15195721585.4652
"1707",1694,131.33545,5.5495655,17.39238,0.0036779748,8.2169566,4.1368356e-05,0.049539629,4033039.9,745722898746.727,19839.227719187,68055203298.7555,46862005668.3778,132287093105.521,10163371148.9403,22963886626.7908,11901257686.5816,94568111802.293,85189052575.7829,15451561455.0554,3723013423.66404,2131055425.34387,4523334151.19089,81825727056.6498,14900870265.0478,3198548765.27299,1101629624.58142,1002875150.27722,2508888357.29741,99097618413.2981,24607859034.9647,8448129290.20344,3933433604.56878,2419599299.65963,1999791552.96053,2858981963.64839,247204302072.654,139596627264.606,111018017031.037,104538539219.127,143365413159.304
"1708",1719,102.35376,45.877715,44.334076,0.0044101663,3.3578145,7.113795e-05,0.020378627,8969431,40732486434.5807,1964.12040133369,1254505840.73995,253379131.724649,4606737038.43093,447034992.498477,1559595551.62328,124137995.604008,5347874978.99382,6338596533.50484,1728389756.26249,522852584.496576,138162723.173578,61465549.2389752,6087217163.46414,1865391373.73275,582538458.689103,190237868.636806,60059691.2678354,34381500.3792012,6214220049.34148,2241926923.40167,683327606.894874,244600749.872949,79574013.0578752,38060087.144916,28218272.4055488,6114622010.89553,7478643518.71959,8789467146.67646,8819826056.16983,9529927702.11932
"1709",1712,87.567284,26.419485,34.777968,0.015438581,3.7469219,5.8163522e-05,0.036689179,7655839.3,147159187812.543,4520.03977758435,1746653613.96957,379170751.984093,9294849465.70828,682862067.467285,3220432613.23096,190167726.956289,14729115181.8123,21745685940.9154,5036568144.55369,1193797164.48579,265475366.608555,83800139.8029116,28038090340.6677,7122280560.35921,1737596564.9346,404683517.429514,115270482.761894,39667021.6260548,36534225687.1393,10539724955.4085,3045219458.6065,762687796.60969,187004774.52094,45578876.9084559,18579598.0756523,11420673831.6619,18822577589.4669,28325326756.3663,37457588487.7789,51133021147.2691
"1710",1716,3.6725664,25.843568,42.291461,0.017816099,0.8269279,5.3456427e-05,0.0059748611,5768197.9,37797886005.3375,2350.96008847951,44302554.1777005,71723746.2200226,72763133.0254057,100126798.723034,99815852.4084104,167234626.942182,153494501.097253,417725071.13417,322414943.739363,308285287.370668,318161516.529724,408051410.697679,1292083235.73994,1102102353.78096,1111209925.77578,1111080598.18219,1163883603.5208,1160441838.29246,4126609701.02082,4156185222.25023,4269027907.22784,4100773447.01801,4102427706.87105,3918180597.9956,3699780425.5962,188789433.423129,520671779.17088,1774638229.4716,6940801555.29213,28372985007.9798
"1711",1698,69.339408,26.432794,43.459708,0.012207146,4.4705468,3.6648106e-05,0.011134563,4229638.4,27621755367.4193,1904.92824475535,132408100.630947,44725608.5240359,581747797.654436,72601265.5284523,280868323.2669,30080745.7991482,1423066207.1973,2435395947.80526,646089807.42459,199327237.745822,69045220.9986815,33813526.5738034,4228709958.3702,1393493084.17878,572242878.515056,222867744.366295,96435929.7682649,45608580.0433042,8173378516.49618,3596679423.13248,1744374613.50098,900338780.560683,468299547.494906,172755537.411915,57400984.4309217,758881506.809418,1806616541.79181,3383671740.54816,6559358175.2419,15113227403.0281
"1712",1720,179.61874,3.7479499,29.815224,0.011664403,7.1878021,1.5530298e-05,0.038582026,7495206.3,1859574204678.25,23816.3495336648,241385570894.172,314095275064.996,314876784569.549,44342949344.1653,44584687768.7222,148559207318.361,151776037540.82,100726450878.002,18213340958.1028,7395965810.56261,17599287697.2061,98893828760.5861,72445335627.2681,12480300317.3749,2920674350.41128,2931065563.96648,12278579467.5411,70626654707.5829,66814394960.0641,17654729250.8867,6590497738.85028,4421591849.85575,6400514508.0845,17034195608.8831,64526284122.2383,870357630528.717,389262881972.068,242828874104.46,173682610034.145,183442208038.863
"1713",1702,154.17053,5.1067429,43.915452,0.0047017813,3.5986311,8.5869809e-05,0.039955991,2454418.6,415187965305.762,17695.7431277517,51108450005.5556,47639317033.9221,82671295543.9412,8675232324.95045,13393912016.2019,15173926016.8434,48737052431.5805,38185976214.5521,7240781291.05002,2141781061.7285,2193079204.14164,6346310725.04817,31667113544.161,5918944737.6895,1317816137.64621,591079083.982614,924053068.328752,2955090509.4692,31707982000.0785,8161300229.10232,2930992427.36628,1474137261.889,981173083.475777,1017641454.53441,2033527898.52296,181419062583.419,85980122789.5762,56107928496.5205,43374097081.2773,48306754354.9692
"1714",1724,73.480562,11.156735,21.517098,0.012698271,8.4378838,7.3302018e-05,0.033214337,511281.34,29811496230.9263,8527.25095735966,246517865.124086,77127573.9817223,1124805300.23286,72777888.2366269,346525489.489196,29445584.0379134,1903487516.73992,2849238001.31173,580980530.687111,129443685.181283,41783097.939043,23062528.1982514,4575924358.84898,1189134869.04626,377458190.806523,157431590.021168,70835680.503688,36811027.7713859,9131853538.79385,3660958205.62112,1716063427.56497,835177450.32945,391477904.01678,169937295.884834,73237630.5575098,1448450739.33867,2352236478.50366,3624507843.31742,6407595716.998,15978705452.7685
"1715",1706,173.55537,19.517983,33.425699,0.015724603,3.2468269,1.8228207e-05,0.026825572,7398222.7,304122128253.854,11610.0443664424,42318640568.6235,46268948662.5951,55297043593.4603,12940597240.1134,14379945786.9934,21924665812.1225,29094549099.1859,18161492563.1981,6794863892.3273,4058937246.07459,4977363853.8805,10502583296.8469,10574504486.4323,3919173421.62707,1740768393.71079,1369924081.35483,2202651772.06491,4659680402.36163,5086499741.58715,2513519009.48857,1155496158.61555,643438510.780381,654464637.26696,1109083799.55676,1773292223.58514,143884632824.679,78339757938.4153,44495240852.3274,24466702557.5515,12935794080.8805
