"","simulation_number","angle","gap","ant","dist","re","diff_coef","stink_width","init_conc","hair_dots","hair_dxdy","domain_area","cmax","ctotal","raw_total_conc","total_conc","norm_conc","hair1","hair2","hair3","hair4","hair5","hair6","hair7","hair8","hair9","hair10","hair11","hair12","hair13","hair14","hair15","hair16","hair17","hair18","hair19","hair20","hair21","hair22","hair23","hair24","hair25","row1","row2","row3","row4","row5"
"11",5,168.24472,35.19343,8.5455107,0.010450953,8.0149925,4.3101288e-05,0.048646078,191024.91,134,5.78688087495451e-07,0.178441943907747,413693.827899853,5386492330.52041,5565959454.95823,71777891675061.9,173504864.792032,751459410.784517,787176827.401777,929932168.277276,245976199.831189,315958805.972414,295866518.842846,613951460.892794,392228564.343038,166994183.934838,95668344.6861677,90354793.3392255,133153217.537987,224387548.28406,99598048.7511007,47211188.405028,31782775.5910131,34161673.4054104,43747998.8383534,109109758.982953,66601263.1089358,32493482.597961,17011549.3522758,14024020.9203269,13896308.2201926,13213342.6565508,2468568406.46357,1471752985.53924,878399103.841256,480889233.274966,266349725.839196
"12",9,6.2229799,28.70757,15.077804,0.018231998,9.311087,9.1635444e-06,0.015856545,8970199.8,205,3.79401257586818e-07,0.12257999351121,22897898.0724712,125753931867.632,135283492586.42,1739370818717721,75962029.9301123,202950671.898165,320754387.92315,321104595.757873,449702330.699457,450250610.865362,688768692.055879,639823621.835282,1697928559.6633,1362931996.45374,1319041038.82323,1339691347.10579,1646112434.98785,4637114676.52847,4356608031.04586,4167373947.47039,4353286909.41477,4246204316.75722,4357256165.95639,14528409116.7871,14696772199.7441,14449580324.7747,14638205824.2354,14293079126.2687,13871444025.0079,12249097634.3599,844809655.579188,2228545255.45598,7365705377.03391,26117844047.1731,98726588251.1777
"13",12,120.80689,40.575682,43.83535,0.011850935,6.5450626,5.3663341e-05,0.010003338,9999914.5,72,1.0243467631882e-06,0.233124933753424,22054375.9263947,32780101325.1474,33120314299.6316,449070941407509,20361988.1562852,2209634796.16696,689307997.061076,5327097946.54072,609572240.224095,1649644311.21031,198275328.187218,4214463773.4396,4022109087.92915,1331837475.88565,497477170.74145,170541654.540592,72641062.0794142,4210186692.22194,1378130160.40188,470500855.35502,148822684.643447,64133155.7824714,36236625.0356102,3618696490.95451,1372524702.38357,456806548.523617,207148764.991691,91819363.1040308,43368216.5311354,29337195.6963873,8226040739.76876,6671955653.06123,6094606451.17625,6308010173.44037,5819701282.18494
"14",13,1.3856735,23.483196,26.726522,0.010668903,6.3678164,1.9768736e-05,0.036100119,8562518,305,2.5650943876061e-07,0.085220643858315,25850686.0869002,404187310490.996,416635514197.543,5325410581132870,206006547.107913,469645330.542374,825416019.909268,821552501.022657,1105431032.45929,1099940403.59299,1710114942.50955,1719127089.96127,4614976727.20335,3554790487.25311,3265259742.05527,3545076557.62101,4609455373.41399,13762066583.6073,12381620781.8681,12202743361.5219,12260417819.4121,12330917392.1935,13650798477.2215,44420915991.7309,45903256502.5804,45038619658.3611,44856799398.1567,45670227248.8832,43929813529.1437,42886531245.3186,2116613851.4743,5634613468.5231,19589558887.5467,76588564415.8245,312706163574.175
"15",18,106.0158,22.59127,10.11384,0.0016645654,9.0986911,3.4844013e-05,0.0091539265,9387124.7,156,4.86471054158652e-07,0.0872359353159462,38126714.2661242,59323772358.4403,60424704356.3776,796219723922146,20883512.7612765,2393857648.6471,548191569.917164,7958319589.0082,613121590.603019,2209769538.73136,189890661.546464,7991426107.28397,8709541388.84434,2207311936.98911,613206117.085301,171778540.265715,69829485.1315193,8992843969.29552,2408334475.33677,596345814.994888,195156505.101433,62125078.735018,32621354.5349354,10133722990.7165,2925229582.66711,920682725.044,292541897.39938,108559368.062265,48233237.9501223,32063182.4863892,10900368807.5725,11004207898.1648,11771667468.316,12287427197.9986,14461032984.3257
"16",16,75.147475,17.064176,16.350421,0.018014995,4.4985718,8.2829586e-05,0.0054241392,558211.25,233,3.30911582433669e-07,0.0571550485179434,2854063.84247848,3073037682.06768,3093448328.48519,40121298174378.8,14057603.6097137,21748464.2095232,6326876.56409125,107066325.116711,8839777.90022253,40603146.1391446,2874727.80970609,201666424.618849,325398921.648782,70799315.4478618,17094906.2608583,5020664.58932288,2124839.80551765,496495539.996516,138729905.774205,44961197.4359261,17071604.4120084,6014790.14700671,2534286.279935,927981791.42188,375346541.947588,161130841.164677,71059748.4749942,28746550.7781398,10427693.4911781,3383447.05053957,135141665.890326,253984076.467922,420438647.752343,705807324.045598,1578076614.329
"17",17,123.61909,1.6106141,10.531155,0.0030156878,3.5964895,1.6846245e-05,0.023506822,5986561.1,1630,4.81989203120108e-08,0.00732103040403194,91198474.9756946,981068928794.277,988071056195.115,12576600433347014,137903626.532119,76320447974.4584,71180148669.3047,157122053242.818,6428538073.70477,12572477054.0222,23660263178.7291,100429606977.127,97203635843.0425,7800185475.0739,1025275713.90441,1645512299.85117,14399765194.9402,101195207667.602,9299437842.74583,1777018879.89891,1019033016.78836,1678771684.88969,11643954832.5328,174874680764.73,41785281954.4032,20405347436.4313,13424089103.236,10386767841.2235,9865872674.9463,20927682798.7105,304622649886.581,143090885283.583,122074374526.812,126613423924.457,291669722573.681
"18",11,95.346035,34.760372,9.2591084,0.0010040371,9.3565624,7.9856825e-05,0.042899685,1080204.3,80,1.00100744681427e-06,0.15713014094133,3494047.20581515,15553077017.3794,15798814265.7589,197286422743893,56463582.5227402,310874658.691309,62229603.681788,1398252602.91106,113427377.371447,503995061.114004,30907895.2731212,2046939726.32753,2351815624.70293,661383977.048472,162210003.488822,41715048.9804811,14824039.9700336,2696463435.72767,686902927.423749,211368251.161812,57539689.4027873,16956467.9950681,6968344.85182323,3122664068.63275,913175388.702832,275315374.990606,74683884.4070548,26167438.4228833,8052256.12844766,3981118.3503782,1771356865.28415,2695270060.08611,3231948694.19074,3676199116.56291,4424039529.63495
"19",14,69.014817,37.070443,10.662101,0.018253324,7.2899022,5.315392e-05,0.029703811,7823913.6,77,9.98220203730265e-07,0.198274482626535,20027839.8817927,78170918600.4044,80565325573.3191,1048168455831368,52335571.9846881,378999886.092366,142299581.136429,1472167717.7941,240120493.483026,936433403.027905,114137368.381834,4122135398.90088,7513231173.24208,1991646759.9261,637764949.467488,215176116.849354,114021826.203573,12883907445.9576,4270925967.24997,1731286163.15758,789114125.616092,326643419.496726,147905327.594499,20950272161.6064,11037226136.0763,5656542157.06356,2975506124.00938,1291696294.07762,489011375.009844,137154201.898391,1993467185.02289,5412826663.79364,10471840825.6886,20149782449.0725,42537408449.7415
"20",21,94.84718,28.610983,35.466855,0.019167453,3.2321276,2.57294e-05,0.032773713,44207.552,107,7.35376571627484e-07,0.113565674709576,169577.406162841,661983137.843573,692037497.850255,8795004377840.16,51864246.4043503,14546842.0161881,2942936.73741716,61502947.1569826,4973196.50264334,21242676.422774,1328917.92902425,85604909.3631547,101437896.918136,27474206.1993194,7045942.9265237,1862417.3422803,589786.876306631,115282848.194618,34783193.0766914,8489617.75176649,2301948.07225886,680764.441211915,279585.156059509,142539903.750309,41430248.4809835,10964611.6043338,3237212.87035605,1023165.2204282,311531.517465423,160191.323021202,78992725.9105879,113149700.217596,138410250.262566,161817956.692606,199666864.766897
"21",26,163.85775,6.4475534,21.037163,0.0021954059,0.48856216,6.448101e-05,0.045999751,9449072.3,915,8.71271363257418e-08,0.0186779669769672,75857757.6905811,1674669652496.83,1685012607411.84,21136283262564868,278630477.699834,222502249474.49,235439896773.7,331258144771.592,45973968979.155,59360944761.6687,90322138377.009,180862127432.002,128977174210.375,29497046464.9862,11014110726.9452,14211829051.5563,43284777538.6039,97978213137.0863,20792333685.0976,5384507947.75203,3055819404.04867,6422091848.69873,21334980724.904,81727877910.6578,23225240862.5166,8118280418.61746,3930732639.36285,2999804857.65855,4832466542.30317,12505848871.0534,789200291019.782,376519179549.835,226984937992.466,154967946747.587,137340252102.17
"22",25,126.21431,36.694202,38.904982,0.018914809,5.8985356,3.7047925e-05,0.044387815,9975575.1,91,8.88410945189156e-07,0.203090742070241,23518979.7691836,167288568415.228,171552392848.835,2121980982354504,90224193.5313406,11684997182.3087,4568619782.68596,27879243635.7241,3502757656.41689,8619659413.22251,1330261915.74087,23669024473.5069,21876260068.4461,7175229628.88422,2438605253.43262,938249556.725977,417437764.165124,19916504316.6196,6485711185.44074,2175660387.87673,667379162.413038,307239280.60384,188503816.094632,17168620169.6086,6433129515.78723,2338887362.80644,948082050.781868,441385959.251721,241268725.427387,139674584.863384,44132860600.7187,37121703458.8871,32845782271.654,29740998149.0486,27711048368.5267
"23",29,8.5436125,24.26398,19.313852,0.012648605,8.9610328,9.5175061e-05,0.03918851,6569981.9,245,3.16665195331375e-07,0.0963586856177747,19491137.4615496,272742257947.609,275000302930.227,3544596098940254,181856810.867643,315297137.861828,510697205.198995,511010982.276062,692925269.418733,719403313.220483,1157457817.91056,1077549623.88934,3044092811.33311,2324043437.5431,2187804449.46707,2187558790.18131,2779846968.23782,9540707771.00399,8566753877.92829,8029142030.99844,7837100362.06936,7694257828.17349,8110100533.82379,33580696866.3043,30979982826.9489,30875499506.9058,31150948539.407,29320325691.6915,27535918896.602,24271180391.832,1337005325.33688,3647336024.43912,12523346456.7624,49778062403.9974,207714552719.691
"24",22,16.55368,28.785935,7.4319927,0.011382359,3.4683195,3.403404e-05,0.012800464,6262318.4,165,4.69174848034082e-07,0.132040815831928,16502814.5487864,57316699218.902,59083908297.741,763221417801940,46247954.5865144,75989863.534805,105816367.589065,104421765.806495,174172837.8959,175572637.262781,257672098.510485,228649767.140775,728800996.909196,580492995.63782,529820857.712757,457776055.260094,621341606.297648,2203864717.44323,1982048495.47467,1918240508.54247,1788842361.01926,1554240191.73736,1557580954.31936,7951239615.39856,7189556116.50833,6454194980.65839,6577194309.31802,6159454222.47207,5509285058.65265,4197638916.63885,286227996.930364,836067340.809942,2918232511.81751,11004817228.5363,44038563219.6469
"25",19,167.47857,40.469193,3.3046039,0.017349967,8.7010434,2.3323256e-05,0.025043041,8374610.1,106,7.2982028812548e-07,0.226527459590691,16044102.219936,96402490095.5924,102186582196.562,1320906497161095,82329723.349666,13060219235.404,13271700278.4529,17910208079.8415,4569027219.45878,5495179684.49512,5636115270.61777,11237234381.9275,7250714130.64142,3060757493.63444,1851066493.11176,1711785751.32614,2286065229.30982,4558962362.22982,1972128427.14774,939216646.973137,671749159.82906,695951296.068532,793015051.128744,2023546582.4003,1353313851.39015,674319101.699153,382705904.481198,277455379.027888,282140764.957283,222004421.008225,44242127593.6984,26937556556.4992,16160389098.0236,9631022943.37703,5215486004.96419
"26",31,59.082161,29.673902,18.551021,0.010716592,6.7193949,9.4062374e-05,0.02289202,380074.92,127,6.24823391010439e-07,0.13839088322812,1102818.60378187,4674242602.33687,4737509633.39752,59702031000308.3,54135857.6973343,13076338.6398897,5007602.60647735,45400123.6347789,11070666.2055827,32062630.7997235,5189759.8554437,129410038.453343,301332399.737658,81906850.7686351,33653564.7141572,16858155.4395033,10311723.0495279,608540676.754635,235069068.790482,117635815.857421,63228791.8493828,33154905.3183699,19973964.9799308,1370213460.35408,684183285.22416,393690170.101433,272366162.55154,145394554.782985,79871426.2278226,28907496.7005627,63484064.881146,177733095.314093,444062693.709482,1077603223.55022,2974626555.94258
"27",34,178.38673,26.747362,15.326852,0.01508557,2.3274788,6.3370098e-05,0.038611744,6720794.5,257,3.0640672462298e-07,0.104132938176569,18148692.9191523,284060828956.696,288524518404.269,3663964937838247,201885885.345036,41132844078.7915,46997258218.2333,48654003149.5643,13564779018.0777,14266652263.3869,23131109564.2979,25208775982.3825,13813634179.1316,6148862434.56577,4218207220.06256,6001217841.93014,12228369052.2518,7383845941.80471,3345986197.54139,1716536237.80605,1562995174.73527,2751345797.04123,5918330773.30301,2769728657.50273,1769938203.77018,951815703.179216,665507069.88105,833307876.053904,1397576188.32574,2091891580.64895,136784105446.589,76171316828.145,42410290727.9418,22679040122.2317,10479765279.3618
"28",33,136.15389,36.555468,6.030007,0.004946218,0.85174793,6.9433175e-05,0.022038651,2002151.7,94,8.81749302685029e-07,0.206495105697202,4625125.18942604,16794594741.3938,17039899618.8973,205586244648682,44449876.7554863,1583119942.39227,671738889.114937,3022405364.82363,396050464.604774,847990264.264597,152030390.798221,2339194476.87511,1977439584.16782,674008808.408151,247445300.727197,100767116.27177,43458491.5355697,1939044286.36338,579855020.866538,200163435.56267,71732551.5701812,31977452.8524457,16611243.4146514,1263548237.60818,517942277.103323,196366796.178572,89387601.7759827,41678818.6850746,23278440.5508053,12664362.3814398,5277264196.33083,3735265596.5427,3043119301.11051,2839383990.62987,2144866534.28337
"29",30,132.49474,27.70433,32.90775,0.0031032734,1.7779806,7.252577e-06,0.0062915983,5920582.9,137,5.76233513273732e-07,0.130556074635403,17487605.6524991,21701194559.9326,23389237670.2398,296276350860896,16942076.3910327,1838609028.13575,857881667.781329,3666455666.74464,520242768.706415,1224123231.097,219849414.46109,3275158888.1486,2840721731.25824,906090007.375973,343548593.894689,132734933.940339,60333100.8799301,2708014986.96755,831363812.597603,287793170.593277,106884419.306437,44910070.1494283,26182777.7078022,2206080642.56821,763978798.833986,285124012.358352,122711744.23865,64311978.4463611,34813704.0975777,21318519.9505757,6362946362.66171,5239374302.41311,4283428367.34917,4005149237.3221,3498339400.49372
"30",37,176.85905,2.6148949,19.657073,0.017318218,1.6959024,4.6397986e-05,0.010426186,7604122.1,1660,4.75032713814767e-08,0.00912176818375669,92298686.8804344,560426207019.864,561740372752.032,7123673908547196,77180663.6618282,69430293247.3713,91765578433.5165,95821198320.4042,10593134953.0283,10982721637.9246,41795880593.9817,46661201738.056,32292666786.3572,4364004929.41007,1443504368.82834,4021007081.22061,28065407026.5353,25656814195.9244,3429082939.31509,692478704.811592,648155487.912,2966066817.74226,21291512488.2852,27604925622.6701,6667845966.51465,2976569887.85091,2187460055.42619,2573597656.52951,5536391090.01787,22272872722.3981,257017070001.292,110032938922.991,70186590192.3515,54684110633.9906,69819663001.4073
"31",42,113.69425,23.697267,21.986124,0.0048392342,9.5152708,2.9170081e-05,0.0072881324,8299876.5,153,4.84503863387174e-07,0.0964821613394683,30418440.2359998,41914846404.0178,42656202081.1437,575431338077714,18917187.5222156,2388487313.94981,656977291.801467,5839043402.00164,604946427.410315,1787224280.63584,204682652.652554,6099760942.7062,5750506967.45098,1676723108.27993,474865283.414574,159306301.251388,70024006.8266881,6095490644.63253,1632614539.2697,487135355.870657,145577404.754777,55487537.1487593,35040383.7586675,5553663318.08331,1955145844.28657,589257617.841402,225821576.958391,88548539.0421667,47279317.4839598,32592023.6313756,8884508007.75292,8696614303.40491,8131425667.22356,8451345865.43509,8492308237.32717
"32",27,137.19565,26.03045,37.604099,0.0091874248,6.564229,3.2334154e-05,0.047811546,9632295.4,151,5.20355427355183e-07,0.118160229022106,29872545.0986483,297060314364.789,305476990699.485,3887778088057756,130145525.773553,29085735428.0858,13063039313.6642,57032168494.6884,6456021294.75077,15390232015.7778,2717801680.38142,43418507123.3511,33596028098.9584,10416060242.9634,3978257055.42125,1562441966.97271,727088127.858407,32571847623.6491,10142565624.2747,3280346518.87837,1202393887.14332,497942503.558022,276503044.371969,24865167848.3107,9130340323.32943,3355350534.22114,1456032039.10084,668550946.746628,372861773.916205,213707189.110991,99180943236.4384,67982562114.261,50279875492.1742,47971599201.8755,40062010654.736
"33",20,152.31004,46.721759,24.477269,0.016889996,7.9356002,9.3962381e-05,0.043388337,9340224.4,59,1.17572735205273e-06,0.298634747421392,17227965.5692588,115666458801.794,117674413896.507,1696381042751130,98466707.2807547,14579839857.0868,8833695689.36536,20981032168.2434,3986328858.79407,6778996469.24599,1990409786.38917,15350573969.6732,10208654049.2201,4853200192.79051,2262932615.47858,1062035745.03082,477265080.305707,9249995258.04415,3754807287.47318,1515796239.25631,710848521.54302,321330268.007564,141117389.685727,5468128847.60717,2758438281.79821,1138967518.36144,687644155.914328,337854722.045197,160887906.376885,63633018.770402,44394567714.6956,28106309084.1025,18864087682.8258,15693894964.01,10615554450.8736
"34",41,13.083459,21.047998,15.190753,0.019193065,5.9544425,5.1569535e-05,0.04082985,5078632.2,273,2.85798441043822e-07,0.0801424556437443,17209876.6039574,243431445549.425,247738020677.919,3175193237213468,184498315.140931,258133438.43105,438809117.591236,401764208.989855,574729891.414009,570207264.093988,944031574.156419,904267817.364073,2751506637.10085,1985731388.20992,1862812006.84389,1848541513.50336,2319844492.94719,9378505132.84328,7705948013.19657,7201823265.42089,6909153410.37192,6651445763.01275,6591476916.64875,33514023712.5196,30444730436.6275,27688047943.1903,26512641980.5105,26645571268.0557,23504901978.3465,20129371506.529,1098706765.01214,2993236547.02849,10768436038.6052,44438352501.4942,188439288825.779
"35",38,130.07887,45.538652,19.429187,0.015287404,3.3320359,1.0952355e-05,0.032901328,8452999.9,63,1.27208893207669e-06,0.298554184002671,16222214.9356988,73376171256.6735,81253309487.9677,1013871781064933,62498973.4807295,6222814117.82537,2458939576.86823,13105899793.3637,2065384132.11679,4456954948.86814,840172255.692074,9929767113.34697,9400929294.30356,3469964797.44852,1354724409.80877,558197127.151371,260808588.63265,8698444991.9812,3190664445.10273,1206024339.69793,488170982.08629,216075566.627732,133096417.64995,7524766943.95934,3262216773.93393,1345372634.85206,606776800.181795,222061717.79853,144544034.893951,90537683.776072,21787653488.0574,17292278450.024,15044624217.3449,13932476743.1458,13196276589.3957
"36",45,78.554053,2.6988127,26.142891,0.012978059,6.058941,7.0952102e-05,0.046679354,10592.869,1237,6.29921998309113e-08,0.00889601042892062,151818.752320342,2638321072.80988,2651355916.78883,34026051605488.6,224122851.001256,67679091.9472635,45133989.2449006,203329188.153296,7871046.62313967,25353943.1269283,14442474.6390342,205748063.564527,243673018.133595,26475395.2407893,3986327.48561503,2374195.30159127,9703458.14730302,348789922.642474,49312544.8904105,14840256.7218395,7919021.48758443,5921183.30205419,12211333.9829528,757777934.308906,250915163.804477,133827627.227105,84526092.8013995,54495387.8926573,37557821.896524,37491434.2224597,316142269.34546,253415527.95363,286212394.308893,438994263.027315,1356591462.15353
"37",39,135.60405,38.121014,11.349838,0.0074072998,9.5270655,7.6237852e-05,0.04261379,6969519.8,85,9.44614660399823e-07,0.221697282337197,15521494.6633203,105525882259.656,107172618242.686,1334781668255307,85995691.6011189,9730219414.2195,4175505209.81797,18823483439.7413,2443025755.27733,5984162918.23919,1003569480.23801,13260987218.8973,13482144239.5631,3976495321.53992,1722174305.58166,645284956.083844,294138723.979858,11334124985.1638,3895089548.78882,1209342253.61941,539833353.820351,211627121.432313,117838604.387418,8540584398.07975,3295193663.1057,1398600790.36633,539751302.821935,303020871.515928,161865304.916188,84555061.4892104,32729208063.7787,22691745372.6519,20120237546.7484,17307855867.2121,14323571392.295
"38",24,74.879884,49.401541,38.570768,0.0011661162,3.2905872,8.3806572e-05,0.013302457,8406774.2,49,1.7066990638984e-06,0.316456140428041,17630232.642326,22003506646.8797,22461781907.7493,268590826642849,15234672.8538355,151869788.214646,55405375.2902663,591185430.475063,99305805.0791289,368584126.184674,35403614.9287918,1491882827.77017,2033210108.97848,725992049.407853,216929034.725348,80390057.1988369,28721586.6880183,4047861894.73291,1313713161.96697,493454971.022692,151574414.382257,65409375.0355325,21758964.219483,6182602232.4824,2354691180.92274,1095892819.15905,567458779.589031,206913528.482951,63736806.8853184,17833973.9266756,798460593.979975,1995176373.96277,3085242836.99854,6093772781.35984,10489129321.4482
"39",35,65.760961,17.91425,6.4067843,0.016173701,5.4354227,6.1235022e-05,0.032583896,881385.58,234,3.25170300211228e-07,0.0634316208028046,4025124.15344791,29655266885.6775,30104900206.242,395649355433824,98294944.5410053,123436641.096126,43437433.0252515,560785909.79382,63658091.0540163,257848479.560382,27166015.7810595,1383214716.18916,2467493916.52398,559558565.738705,164729527.334396,64810746.502124,35991773.345606,4271316543.934,1371557178.61227,549184957.620952,260862585.339031,130693084.077129,69294902.9234582,8954996256.25525,4110271601.92899,2249100023.4892,1311820737.38483,651580568.616058,302630975.914418,119458974.201843,727659983.915197,1731887302.58462,3292584529.44481,6652909252.50684,17699859137.7906
