"","simulation_number","angle","gap","ant","dist","re","diff_coef","stink_width","init_conc","hair_dots","hair_dxdy","domain_area","cmax","ctotal","raw_total_conc","total_conc","norm_conc","hair1","hair2","hair3","row1"
"1098",1044,171.58719,32.39658,2.9266897,0.018316376,9.897558,2.1222787e-05,0.049804957,3401451.1,224,4.16927266594093e-08,0.0177699404149602,19855101.9682913,1362419322870.28,1376068249363.14,12851336.3743272,0.000530825191407512,0.357809053076052,0.290238405228369,0.351952541695579,0.000530825191407512
"1099",1081,129.45677,43.448945,30.315946,0.0027827251,0.11849543,9.0314166e-05,0.034545874,7570239.8,53,1.884727983528e-07,0.0333189751840013,50107882.8482496,466043334229.836,466860547957.254,4663497.23744333,0.000300326592149694,0.318900786262476,0.148900846064457,0.532198367673068,0.000300326592149694
"1100",1144,141.38459,46.459997,29.428311,0.015791476,5.8535902,4.148771e-05,0.040167175,4982797.1,57,1.57939790796929e-07,0.03762947103695,26733423.6681559,425298181531.708,428669304098.648,3859124.59199312,0.000241138836337474,0.346976477802725,0.189216213297537,0.463807308899738,0.000241138836337474
"1101",1083,104.57448,6.3973004,23.940163,0.0031331689,3.761891,8.4659494e-05,0.025921256,241692.02,192,4.92606415910694e-08,0.00523010083900702,5210339.15178516,42796681259.9116,42730953967.9375,404151.207985739,0.00180560906578013,0.250543554312424,0.15560163225239,0.593854813435186,0.00180560906578013
"1102",1130,20.539204,7.483353,36.910671,0.010681742,7.5308259,1.24236e-05,0.039977179,2938823.9,261,3.58225686036241e-08,0.0068241993189904,41406062.5473526,1101287827943.45,1113852612705.03,10414177.0862004,0.00138571020728142,0.299680671783897,0.288039024068175,0.412280304147927,0.00138571020728142
"1103",1152,65.194465,2.8825301,46.615964,0.01760815,3.5875705,5.8358555e-05,0.021764457,2102540.3,250,3.74613486023725e-08,0.00449116616124124,46029962.5871873,410824925716.015,410632654429.076,3845713.2537713,0.00208430365693337,0.262241656862342,0.227136441285765,0.510621901851893,0.00208430365693337
"1104",1167,134.02442,47.796678,37.941584,0.016904413,4.9544197,7.4324095e-05,0.015495568,6282947.6,47,1.93716495096036e-07,0.0388711519059706,36139574.976495,168738376751.983,168650824866.188,1535510.99434227,0.000234105519280221,0.337872033233223,0.163865563515566,0.498262403251212,0.000234105519280221
"1105",1089,120.84327,5.5766881,31.237252,0.018426776,7.0634175,8.5796513e-05,0.041850832,7371301.9,210,4.41543757024872e-08,0.00560760571421588,140319269.65582,2349220145637.78,2352201517182.53,21810597.798704,0.00165564180218633,0.267569609658443,0.198935902299468,0.533494488042089,0.00165564180218633
"1106",1125,110.98136,35.279956,42.744903,0.0070583204,8.0487723,8.7849255e-05,0.040173127,2097562,52,1.85468067879548e-07,0.0196915157029074,23304186.4691745,152885832349.568,153219967297.257,1477705.38734987,0.000490841719164514,0.250504863144484,0.0901037053945857,0.65939143146093,0.000490841719164514
"1107",1052,9.0707925,22.66852,36.245809,0.016830942,5.322884,6.4862438e-05,0.034654357,7953702.9,253,3.80903936710732e-08,0.0131385956697506,60019429.023612,2426965822892.53,2429740307817.8,23415090.5053434,0.000734316408058815,0.340092428103037,0.295572962596442,0.364334609300521,0.000734316408058815
"1108",1160,115.69217,13.114788,27.763861,0.01751082,2.8140314,1.7577426e-05,0.048180776,9714851.2,132,7.04294781282792e-08,0.00851520562362147,153809075.152608,2235094335318.6,2297855502026.21,21362452.8244909,0.00112243220515612,0.264296723172315,0.141077957692249,0.594625319135435,0.00112243220515612
"1109",1038,123.94696,45.517011,13.335504,0.017091407,5.5771668,8.2802552e-05,0.0066812949,2771923.1,44,2.18544659333798e-07,0.0336392681432955,19568991.7541076,28473044617.055,28559806570.967,274630.10069841,0.000286726404513478,0.302917797872303,0.131174811693116,0.565907390434581,0.000286726404513478
"1110",1060,118.05979,5.6093459,24.040837,0.018852295,8.7279551,4.5263522e-05,0.015735639,4498989.8,213,4.47668399065624e-08,0.00552619778542569,87504525.8014579,531805578737.112,532954775905.382,5081903.34077394,0.00172920740665346,0.268729724517711,0.193471898504957,0.537798376977332,0.00172920740665346
"1111",1138,62.260298,30.80763,3.6860146,0.01610075,4.7515106,7.1345714e-05,0.012914657,2516356.7,62,1.48959939829989e-07,0.0191449273067095,25770149.5109769,73349821739.7555,73620595160.4444,679924.204371561,0.000484180971325067,0.276742731619015,0.120013878465078,0.603243389915907,0.000484180971325067
"1112",1133,3.2852165,23.611517,29.534487,0.010297194,7.2256119,1.6822107e-05,0.048585121,2471996.8,300,3.13411650324157e-08,0.012370859296935,17970878.8856677,1285030860049.15,1297967357941.09,12203942.7515761,0.000767691508655174,0.343240364804425,0.316874589525679,0.339885045669896,0.000767691508655174
"1113",1175,22.665988,23.251224,46.933903,0.0063266883,3.7406484,9.0817601e-05,0.021475877,6551608.3,167,5.7133739885226e-08,0.0155858557057301,51041956.3885475,826264618856.382,826162201246.896,7882689.96361066,0.000612103183050862,0.339162449354224,0.247731338187014,0.413106212458762,0.000612103183050862
"1114",1068,70.468828,1.9753702,29.378327,0.0011044274,5.8449896,1.3442904e-05,0.0082664158,7243284.9,267,3.53151203859554e-08,0.00412621866589503,167582006.522361,570287912421.632,569946474255.205,5374103.46995021,0.00228380814720559,0.254700534211377,0.240990711785977,0.504308754002646,0.00228380814720559
"1115",1046,22.87577,25.345638,41.462852,0.0024407728,4.3948769,7.3064415e-06,0.0060800341,5113386.1,156,6.05292790484919e-08,0.0170041271874186,37583801.4098989,172331996721.703,172189443238.284,1625910.44600003,0.000554850978867803,0.338216642014376,0.257174302853777,0.404609055131847,0.000554850978867803
"1116",1168,28.357218,13.762067,48.210206,0.014465201,2.4323673,6.5063956e-05,0.049007025,1253272.5,195,4.87495296509854e-08,0.0102030815578326,13777267.1355434,422963647036.464,424053653787.76,4031121.15294234,0.000934095866951667,0.316293350839192,0.24390500776379,0.439801641397018,0.000934095866951667
"1117",1141,59.632487,22.262935,11.756077,0.0045886051,0.62002087,9.2437542e-06,0.026496086,9161357.5,92,1.04214320533413e-07,0.014029331830208,107090329.833497,783006556283.77,817107708692.13,7834197.86908469,0.000713168496349548,0.287509815250361,0.140530967731004,0.571959217018634,0.000713168496349548
"1118",1183,82.604473,34.909513,44.374701,0.0046662964,5.3254658,2.9632473e-05,0.027265847,2053396.8,47,1.97335777431791e-07,0.0127313150167894,36397054.9578652,95763900882.8886,96312208990.1498,893274.697950484,0.000732672582566343,0.182553372704847,0.0462788624291794,0.771167764865973,0.000732672582566343
"1119",1146,131.39702,22.182199,34.458193,0.017258904,3.8669494,3.68611e-05,0.0087670033,7652983.1,101,9.1128616682383e-08,0.0153230946379093,76590582.3407157,247314854934.407,247905189224.391,2281716.95320271,0.000602095085519486,0.300825688770001,0.169489842517983,0.529684468712016,0.000602095085519486
"1120",1091,159.57186,45.571367,3.0249076,0.0018504457,0.18648016,4.7046344e-05,0.019252369,8508696.4,113,8.58531803437559e-08,0.0317505665674492,39889028.080637,639895695451.743,640772250881.247,6216393.92440258,0.000305969304440458,0.365861358081279,0.245773386670202,0.388365255248519,0.000305969304440458
"1121",1176,67.259118,9.3276007,17.109933,0.017650658,6.4773256,7.1427776e-05,0.030072429,7085204.7,162,5.78055287003814e-08,0.00669526755619298,129250688.801074,1239847038399.76,1241861719362.24,11629408.6682008,0.00140094661548259,0.263232538845357,0.148909529282932,0.587857931871711,0.00140094661548259
"1122",1149,23.329673,4.9376851,20.18566,0.017333772,8.3348178,8.9121511e-05,0.007109613,4518751.1,274,3.39983140095642e-08,0.0057167485040802,74039203.1879981,317407119943.007,316776763243.396,2950945.98774496,0.00162628070478281,0.290567600510102,0.290530820593445,0.418901578896453,0.00162628070478281
"1123",1076,4.0601536,28.21243,21.318066,0.013686117,5.1613651,6.8914509e-05,0.027809084,4486181.4,280,3.31875876373095e-08,0.014414696814389,28802015.0554176,1260418486805.91,1260076294433.96,11709289.8863425,0.000644481241650669,0.346720471121012,0.311573299360169,0.341706229518818,0.000644481241650669
"1124",1191,21.631799,13.061254,9.8208312,0.0037758977,7.6580511,3.1824127e-05,0.0095993539,4838938.2,218,4.26472447918841e-08,0.00957584175659049,53012992.0843255,365583141323.819,366661042535.501,3408884.14559165,0.000973753699487184,0.312608455685606,0.269273786715487,0.418117757598906,0.000973753699487184
"1125",1099,50.799526,17.978929,6.5187139,0.0022705219,9.9228786,2.0425933e-05,0.037645641,5583933.5,121,7.89149806396971e-08,0.0123874423409745,64328293.5571944,894983735511.625,915846015474.252,8745150.44019141,0.000788806527713584,0.29562898057682,0.169550000690989,0.53482101873219,0.000788806527713584
"1126",1154,14.517935,22.097694,27.351748,0.015122655,4.7764157,3.3226153e-05,0.01800527,1240440.8,217,4.46272236080874e-08,0.0137837427924883,9657673.71547376,167881625211.82,168257846318.322,1629427.07532746,0.000704149058846982,0.33975692865181,0.278339574605905,0.381903496742286,0.000704149058846982
"1127",1157,151.95626,4.8725023,21.878761,0.0080634581,7.565837,2.4559772e-05,0.026758669,7619387.7,264,3.51882798873466e-08,0.0057023311323043,127329891.964939,1946511402241.64,1941780896799.61,18038573.4345928,0.00162514757317425,0.285669322585632,0.278286620602447,0.436044056811922,0.00162514757317425
"1128",1054,115.44733,46.466494,44.953798,0.0076125342,1.4390704,9.7233136e-05,0.01519042,6180671.5,37,2.50870490204932e-07,0.030331245747737,51848227.6575663,125858345119.147,125869375991.096,1168345.74609698,0.000306054744839568,0.264952054035563,0.105694584473902,0.629353361490535,0.000306054744839568
"1129",1097,142.55684,49.777448,13.272503,0.0093779171,1.7904981,8.850581e-05,0.036783246,4543853,59,1.65810393174853e-07,0.0412735230690843,22773108.6578797,338267584603.916,339714514618.88,3323363.63693348,0.000238037806642262,0.353848970751158,0.190335725247486,0.455815304001357,0.000238037806642262
"1130",1199,40.94793,3.5929197,21.169787,0.0049853669,4.6616695,8.733179e-05,0.016950973,7170041.8,262,3.59223169141712e-08,0.0051095903578717,135108130.977368,1137132369350.11,1134700673326.42,10679402.2237682,0.00183801832944987,0.274548965201056,0.262087289390949,0.463363745407995,0.00183801832944987
"1131",1107,29.627924,10.738772,24.864757,0.014141613,3.0490763,6.3941096e-06,0.037441598,8704652.4,216,4.46702910981582e-08,0.00857776797783272,108955771.977654,2449909382538.44,2543943437669.81,24545957.8819592,0.00116803449565951,0.307056156329798,0.253888802201794,0.439055041468407,0.00116803449565951
"1132",1084,63.21106,14.428614,24.322977,0.019170187,7.1028244,7.2120132e-05,0.043541416,5715699.5,125,7.48651024669466e-08,0.00924164770892976,85965343.4548345,1117870863148.5,1121823948888.42,10498183.1104258,0.00101618574346364,0.267512670176722,0.138215025331906,0.594272304491371,0.00101618574346364
"1133",1165,165.44135,5.7028402,49.268909,0.011543643,9.6499524,4.3444959e-06,0.035948777,7519262.1,293,3.21050776296305e-08,0.00593661411465023,115288762.497763,2827455853444.59,2864291334503.16,26943780.6248939,0.00160518052043082,0.294668096733222,0.305754202161349,0.399577701105429,0.00160518052043082
"1134",1062,94.761784,43.537763,43.321644,0.018707471,0.80027276,5.540835e-05,0.032653978,8743820.4,35,2.62928896220817e-07,0.0136239236865778,167179067.181251,367247551525.621,367305488071.524,3380132.9294073,0.000675573598101488,0.144230847582282,0.0304154394897365,0.825353712927982,0.000675573598101488
"1135",1105,135.03076,5.3777135,21.149836,0.013352383,4.0543334,1.4588142e-05,0.028468377,9143266.6,231,4.04930812284392e-08,0.00584201781498937,159989923.505829,2160382806793.19,2185177752393.72,20439938.0322654,0.00161951876885529,0.278681344799983,0.234572361270563,0.486746293929454,0.00161951876885529
"1136",1207,5.7309126,18.319363,11.534055,0.011038585,1.4824898,1.200164e-05,0.007685614,5770325.4,289,3.27925858663731e-08,0.0106781841504953,49711222.4303236,453640898527.165,453055264446.297,4293630.70819303,0.000886370064602528,0.332318992028193,0.314291660142521,0.353389347829285,0.000886370064602528
"1137",1184,173.38384,48.184316,26.603338,0.0034434222,1.6030639,3.2980069e-05,0.0070834531,8083815.1,212,4.42211125073489e-08,0.0250477225464126,34476777.9577862,434023074235.069,429845338723.572,4029746.68590437,0.000370677891548081,0.37508863364892,0.289640871738326,0.335270494612754,0.000370677891548081
"1138",1173,56.629352,10.666399,1.8609262,0.010707774,9.7910131,3.0366729e-05,0.012906335,4293344,160,5.86281361484926e-08,0.00795208587463694,66409679.1604151,317722049098.609,320030767387.717,3002049.18433818,0.00118819955968528,0.281912953348344,0.17153441131893,0.546552635332725,0.00118819955968528
"1139",1092,104.28521,48.964309,27.622748,0.006440094,8.1720046,7.9083732e-06,0.0095699035,3153931.1,33,2.96253861936055e-07,0.0240795138981625,36215977.2532589,34335842122.3766,35828263318.5375,350270.625361094,0.000423651061524457,0.229131306071716,0.0733092845010826,0.697559409427202,0.000423651061524457
"1140",1070,43.74024,16.336465,28.302711,0.0047931592,7.7521932,4.5682136e-05,0.0093607904,7530205,138,6.74224167518547e-08,0.0117137009968002,84796618.8200529,351151904432.981,351656818721.733,3271918.25679736,0.000795450726593472,0.30323119113122,0.191032454817731,0.505736354051048,0.000795450726593472
"1141",1181,135.09447,5.7797807,21.435933,0.011275778,1.446202,3.5656396e-06,0.046616575,3083758.6,231,4.13744773795772e-08,0.00603223330403284,52824113.3782331,1167654732316.41,1231447147118.46,11769561.3726301,0.00167096634959635,0.280393240245098,0.223481171897192,0.49612558785771,0.00167096634959635
"1142",1192,145.64229,1.5031132,27.709674,0.010512515,1.3654909,6.8107087e-05,0.041341177,9359382.8,299,3.13473983729487e-08,0.00426776020408672,197247571.436953,4149158324621.3,4141396859426.23,38816783.1347008,0.00219209577376384,0.25467461712279,0.305876220660688,0.439449162216522,0.00219209577376384
"1143",1113,167.27787,18.771357,14.352136,0.0098335671,5.8207291,2.9534927e-05,0.019606503,582886.44,235,4.00128358795484e-08,0.011809708484177,5015429.76980036,95818092986.8084,96137949434.5152,903986.718242102,0.000798868596062858,0.333432148192829,0.2875137477258,0.379054104081371,0.000798868596062858
"1144",1162,63.416603,43.641907,46.120024,0.017538084,9.3636926,7.4112752e-05,0.036763369,6996750.8,42,2.28398422929546e-07,0.0285424941166596,59513398.1359795,378688421683.44,380599881381.314,3650993.33233591,0.00033778245882954,0.275970586279077,0.107833940925805,0.616195472795118,0.00033778245882954
"1145",1215,106.14744,43.52142,38.858829,0.019145371,4.324616,2.929077e-05,0.043012319,3484476.1,34,2.50117317894766e-07,0.0222354295608447,39813243.4838625,201825964803.97,205938167368.742,1751295.87053073,0.000390244654135878,0.23590134673767,0.0755548333411572,0.688543819921173,0.000390244654135878
"1146",1115,47.931622,38.015665,11.709555,0.0059263807,8.238774,6.0152765e-05,0.049280682,4739568.4,60,1.53891399816557e-07,0.0284563665228792,33191756.560476,509686595382.524,514709308137.069,4752560.15566951,0.000327676249945386,0.321164099955968,0.162085502486679,0.516750397557353,0.000327676249945386
"1147",1170,45.351947,10.526563,22.79903,0.0055669576,0.29533486,8.9703872e-06,0.0062776646,9593.5902,177,5.29374620726373e-08,0.00833659152719893,134504.839658683,382227629.996578,385257048.419617,3609.83187884055,0.00113286034710823,0.296492743810918,0.208473786509879,0.495033469679203,0.00113286034710823
"1148",1223,92.429807,37.459591,34.29935,0.011963011,9.7006813,7.6970249e-05,0.04058223,9568770.7,42,2.17352728303985e-07,0.0104894426679503,216047872.61766,604631024623.055,602678568068.627,5501740.9045223,0.00086747564954198,0.138372016682248,0.0259001122634467,0.835727871054305,0.00086747564954198
"1149",1200,71.858622,19.200915,12.612778,0.0080615427,2.4796976,8.5400101e-05,0.02999712,2135717.7,92,9.98498287885283e-08,0.0102461900309636,33459451.3397595,215942326085.499,216120467629.081,1985322.43552236,0.000897285953132374,0.245455001138024,0.100956370081606,0.65358862878037,0.000897285953132374
"1150",1121,68.512969,28.087242,40.914552,0.0053232326,5.4083187,5.0934552e-05,0.022068631,2248119.1,69,1.42480848288237e-07,0.0154893779791109,27830902.8927336,117162877636.362,117550724423.382,1155662.15835908,0.00063680561649194,0.254871818820485,0.0987396085492272,0.646388572630287,0.00063680561649194
"1151",1078,33.836198,19.327504,49.917726,0.0083250811,2.6214347,7.3895998e-05,0.02829965,5714452.5,144,6.47415063091094e-08,0.0137474704157015,53728775.8134763,838541552516.038,839289441364.215,7824508.22350803,0.000678749729247761,0.31825993434657,0.218963523724701,0.462776541928728,0.000678749729247761
"1152",1178,47.135282,1.0663625,2.6708906,0.018442414,0.5561409,4.2446305e-05,0.019183779,5915405.6,306,3.16299696400173e-08,0.00404914219343646,131988046.112934,1206307412435.37,1206865456147.5,11680974.0276845,0.00239143198582544,0.247532900046825,0.29583658972259,0.456630510230585,0.00239143198582544
"1153",1100,47.639114,38.851986,46.024175,0.017661132,0.8203495,9.8662253e-05,0.040292526,1748496.6,58,1.56873238926517e-07,0.0293265107778789,11996168.0709522,150813015570.484,151284725461.475,1376486.44322853,0.000311223741995039,0.327491949647486,0.159037858414511,0.513470191938003,0.000311223741995039
"1154",1123,167.13498,36.325558,30.206216,0.0068146242,0.54486836,7.9626583e-06,0.049529636,9265540.4,169,5.33347301731437e-08,0.0216481402994377,50213318.4508644,2885246731294.15,2922715143370.44,26344095.7790414,0.000421773942399823,0.354941139429612,0.281099735160602,0.363959125409786,0.000421773942399823
"1155",1231,115.99016,25.095927,9.2830288,0.0097023825,0.76478642,7.3092042e-05,0.041542815,5519965.8,73,1.21990996199617e-07,0.0149351136827267,65577590.5039076,632149949265.32,635166996548.002,5656379.79032668,0.000599114625683675,0.273503326278745,0.117962243317296,0.608534430403958,0.000599114625683675
"1156",1208,19.448766,27.536,9.870688,0.018499398,0.30679454,1.156945e-05,0.007114442,4749858.3,164,5.77180181262824e-08,0.0178856594569724,32411200.2136298,196387376588.905,197198467649.527,1866632.37576436,0.000531422903540166,0.34478754346705,0.260676599930197,0.394535856602753,0.000531422903540166
"1157",1108,76.519258,20.5479,30.973309,0.016092049,5.8253302,6.5800805e-05,0.030936275,6915102.5,88,1.08715584275621e-07,0.00983049799253877,117823716.4805,662714355130.153,663943743603.888,6351930.81705951,0.000974998308895098,0.227826436266353,0.0838138005823381,0.688359763151309,0.000974998308895098
"1158",1086,52.576334,29.419447,10.281709,0.0071244075,1.0846004,5.1226691e-05,0.04627033,5839238.3,76,1.25847672605686e-07,0.0202660058057293,51924741.4702095,721278762003.672,728989717806.091,6972366.10979232,0.000476989562531561,0.301321336753507,0.151671151065464,0.547007512181028,0.000476989562531561
"1159",1189,153.76257,40.748829,2.4235493,0.011943882,1.0964659,9.9702984e-05,0.017065506,7953423.4,98,9.62299524387835e-08,0.0296730832142135,42238674.0136108,473143653265.853,473581274420.792,4466124.94431431,0.000318108427899776,0.356497124573347,0.227488765556711,0.416014109869942,0.000318108427899776
"1160",1131,142.40529,39.714636,18.650469,0.0060323275,1.490735,3.4417809e-06,0.0314442,944903.93,75,1.29649841478072e-07,0.0306258855539501,5643502.31267333,76913236336.0666,78841895925.1299,766637.94813928,0.000325462211881916,0.346533873021689,0.218847464506327,0.434618662471984,0.000325462211881916
"1161",1139,68.834337,1.8317216,15.847123,0.016311617,7.638801,7.4191226e-06,0.0066412625,9828586,275,3.48367487410876e-08,0.00410571985962962,226978253.036576,630235925895.628,636821863724.743,6100820.89633775,0.00235773942742347,0.249349550360298,0.247731140923548,0.502919308716154,0.00235773942742347
"1162",1116,86.768769,19.284783,19.495525,0.015680032,0.17488778,8.7528717e-05,0.020426264,9083466.7,95,1.05130635370307e-07,0.00710304624815945,210637330.860396,595499877059.475,593728293735.83,5929808.11198875,0.0014018912378804,0.183209368214634,0.0524377409670389,0.764352890818328,0.0014018912378804
"1163",1094,78.703275,11.191981,23.955586,0.0023160965,8.4377001,8.6043562e-05,0.011091777,9234928.7,138,6.72987843047319e-08,0.00639311531381231,190365538.038749,512468619613.859,511171172904.555,4747365.39411787,0.00144901487796361,0.239547645067943,0.108734232369609,0.651718122562448,0.00144901487796361
"1164",1186,35.553228,32.685647,18.593051,0.018434784,9.3546374,9.0422133e-05,0.04681103,9836295.2,90,1.01785042766126e-07,0.0239919560004892,66446420.7240391,1518271957055.26,1524701652818.08,13967264.0643905,0.000383438853243668,0.338962826462566,0.200747865287494,0.46028930824994,0.000383438853243668
"1165",1129,35.622094,43.070357,46.162487,0.0014844221,9.6022509,9.083194e-05,0.045696732,4040754.1,72,1.34357660381569e-07,0.0338538309710231,22225397.1098753,461189731411.66,462663306118.856,4475689.87352624,0.000286663590126779,0.350059509447441,0.196387527016022,0.453552963536537,0.000286663590126779
"1166",1239,21.724331,36.225803,5.1314088,0.018857325,9.4033871,5.8253725e-05,0.012362203,4014127.6,125,7.48911920578119e-08,0.0246149374407934,22671044.0743201,222248648549.492,222510382770.361,2083008.47636404,0.000380761625410705,0.356420392868052,0.243469698816079,0.400109908315869,0.000380761625410705
"1167",1197,25.412281,22.877258,6.1213984,0.014847162,6.1462537,6.5586862e-05,0.0077297903,4488924.6,156,6.05483603586051e-08,0.0156561106346453,35840440.1756096,192291560948.88,192521801198.53,1818473.18575359,0.000604035961197443,0.334190407313099,0.240929927371728,0.424879665315173,0.000604035961197443
"1168",1102,96.035769,28.229007,37.664846,0.0081629015,6.3594052,8.3907751e-05,0.031068467,2329906.8,62,1.54528681300034e-07,0.0101265735429538,45945638.3018063,158095405774.654,157782729025.822,1511681.33699341,0.000944231491543933,0.176345428447207,0.0463768969204097,0.777277674632383,0.000944231491543933
"1169",1147,149.67918,25.221786,8.8487596,0.0063938606,0.71922183,2.4512705e-05,0.047024229,9742121.6,126,7.25958982639448e-08,0.0177017838326803,75327970.5490182,2117808584526.32,2156387486777.3,19724655.7125738,0.000526145298596982,0.337442604090829,0.22373102646854,0.438826369440631,0.000526145298596982
"1170",1194,8.1936602,23.446836,49.171825,0.012081889,9.7152772,4.3590734e-05,0.0089549143,5339220.5,251,3.7339972753185e-08,0.0133350004295084,39303889.7965026,429428190919.826,428476313661.332,4015822.76325232,0.00070127919004613,0.342240753327317,0.299441036882719,0.358318209789964,0.00070127919004613
"1171",1216,40.057178,42.507308,29.334283,0.0012485637,0.42129862,8.9973871e-05,0.01303986,2638225.2,64,1.48039804318212e-07,0.0335410823847687,15374031.0713539,78001185475.5711,78126863282.662,740216.675351104,0.000282931034765423,0.34540154873335,0.182076736098854,0.472521715167795,0.000282931034765423
"1172",1137,117.83318,26.07466,4.3849995,0.01904225,0.66870063,7.5086056e-05,0.040862314,4099032.2,76,1.24655405517512e-07,0.0159578863927298,46070744.5793754,451774815242.497,454164243388.331,4302666.1227656,0.000596815730149915,0.271100478651116,0.122687355908122,0.606212165440761,0.000596815730149915
"1173",1247,65.266743,40.850854,32.737468,0.0059300514,7.5197697,7.1536902e-06,0.025887367,60019.525,43,2.14352258747407e-07,0.025371590754378,556381.397347545,2437985682.85113,2567034401.13787,23660.7337531465,0.000382515783729995,0.285116766035649,0.117787424270847,0.597095809693504,0.000382515783729995
"1174",1124,137.53144,33.658016,36.877119,0.010389008,2.5025792,2.8398158e-05,0.019588872,4704051.8,74,1.21684283113226e-07,0.024911693176072,33461839.0066517,254235910969.404,253572040387.772,2283324.16445865,0.00036051839723725,0.327414173654191,0.178473736766626,0.494112089579183,0.00036051839723725
"1175",1110,38.442203,7.5233083,44.806394,0.01744966,3.542201,8.2408729e-05,0.026336565,5964187.1,224,4.30210882267797e-08,0.00692794396368769,90709192.5272448,1226630439210.12,1226055833454.13,11815161.3847653,0.00139034171796013,0.292012165979553,0.235523864762236,0.472463969258211,0.00139034171796013
"1176",1155,102.94043,25.945778,32.826751,0.012468731,0.51912442,3.1951747e-05,0.019566591,3366199.2,72,1.37776954862658e-07,0.0117584364357987,53981163.3515093,161056874406.506,162372690569.932,1610727.46988989,0.000850537023451176,0.216980194999822,0.0726198645533493,0.710399940446828,0.000850537023451176
"1177",1163,62.848258,9.5261875,9.2407051,0.0055815547,7.5813698,1.3025571e-05,0.016943087,9343339,164,5.72114551848484e-08,0.00706241087383842,160751241.495375,930495334472.963,947215191521.23,8887415.75474041,0.00135240982429263,0.271289053446817,0.162348146006971,0.566362800546212,0.00135240982429263
"1178",1132,125.66926,6.8905582,6.4273538,0.010328155,0.28243741,4.6011592e-05,0.032663389,5780303.7,205,4.66973926546277e-08,0.00631012527463453,100559407.131291,1359139988302.71,1364249072897.38,13059909.3003392,0.00152278289230265,0.276087488196485,0.199156063994192,0.524756447809323,0.00152278289230265
"1179",1118,46.354406,6.3861314,18.510333,0.017589895,1.8771408,2.9174115e-05,0.02032015,9874796.7,213,4.31690660252222e-08,0.00627194726467248,166178870.875327,1562085752536.48,1570926493321.91,14444686.4858396,0.00147435087124372,0.284428294890723,0.225045738789813,0.490525966319464,0.00147435087124372
"1180",1202,117.93715,26.841489,12.626124,0.013471955,6.8698287,5.6531727e-05,0.042829853,2388333.7,76,1.28292121962662e-07,0.0164886166831292,26355696.1062251,268080744534.574,270027344428.915,2632820.95635934,0.000595623032272011,0.273980117737534,0.119741466808291,0.606278415454175,0.000595623032272011
"1181",1224,67.770257,32.338942,34.169316,0.013320583,8.5506951,3.8981728e-05,0.030542202,1604489,59,1.65744419594789e-07,0.0183552000036053,18078433.3653305,99472350525.9232,100459692946.683,982387.376506997,0.000538048310156465,0.257624401846125,0.10055666837566,0.641818929778215,0.000538048310156465
"1182",1255,143.61701,14.300173,45.35605,0.0027877245,8.3494003,9.3180576e-05,0.017977451,1093311.8,172,5.61310684042594e-08,0.0106074247827633,12405076.338765,117580938672.169,117373185447.693,1133184.55580473,0.000908560314453505,0.310440159274912,0.216136251646877,0.473423589078211,0.000908560314453505
"1183",1145,70.82117,39.167441,45.628813,0.0053318414,7.3901866,8.3937458e-05,0.029705109,7438683.8,47,2.13819976127791e-07,0.0212896273830919,82075944.3996298,347857675781.118,348276246756.772,3500015.68206826,0.00047260720579852,0.242909332938129,0.0825923081892126,0.674498358872659,0.00047260720579852
"1184",1263,72.279855,6.5594467,46.739675,0.018661853,5.9402938,2.4258443e-05,0.038353625,1865232.5,189,4.94047348889421e-08,0.00544618035521742,38671316.1845081,487169719495.021,493307173481.977,4606253.21356649,0.00173610305945375,0.257274929508301,0.163508478282129,0.57921659220957,0.00173610305945375
"1185",1126,103.65349,2.2267775,25.584525,0.0021910545,4.5163453,8.2423982e-05,0.039745831,443017.54,258,3.62949893436215e-08,0.0040747658636297,10522169.9215646,163209409241.014,162986786979.849,1526225.75371886,0.0022949378334498,0.25150682665566,0.227086123337728,0.521407050006611,0.0022949378334498
"1186",1205,146.21494,48.8136,46.910017,0.0089585395,5.340822,1.778368e-05,0.04056518,1138822.8,63,1.46248239279064e-07,0.0395987582601565,5587063.67912004,105986017925.967,106416805696.102,980486.039153698,0.000233620673419435,0.356556441955913,0.204000601724664,0.439442956319423,0.000233620673419435
"1187",1171,110.17039,30.93874,4.3012291,0.016856504,6.1929667,6.529752e-05,0.013709051,4447470,61,1.60187430021792e-07,0.0167632941769205,53942564.5578074,128086201195.773,128537073099.954,1255991.4275467,0.000584958375091848,0.250382371527034,0.0932825334250174,0.656335095047949,0.000584958375091848
"1188",1140,38.708849,14.744705,28.598308,0.0073512577,4.5278467,9.3193862e-05,0.049698726,8757734.8,161,5.90192317555562e-08,0.0108534006429198,99583283.8134805,2476626776991.79,2481688564000.2,23581243.7531185,0.000877284201497305,0.307713155271853,0.209666999456213,0.482619845271934,0.000877284201497305
"1189",1210,156.08144,23.020295,5.3587705,0.010860261,3.1784555,9.8509756e-05,0.0077440266,1256801.7,157,5.86121592075673e-08,0.0156020878837808,9906987.43522727,55716940188.9745,55719290601.867,512734.985275226,0.00058982472436229,0.337170402660644,0.24487972800859,0.417949869330766,0.00058982472436229
