"","simulation_number","angle","gap","ant","dist","re","diff_coef","stink_width","init_conc","total_conc","norm_conc","hair1","hair2","hair3","row1"
"11",11,95.346035,34.760372,9.2591084,0.0010040371,9.3565624,7.9856825e-05,0.042899685,1080204.3,252153.356669719,0.012027466654909,12967293478.3487,3025516085.01597,63318448466.0527,79311258029.4174
"12",16,75.147475,17.064176,16.350421,0.018014995,4.4985718,8.2829586e-05,0.0054241392,558211.25,36314.1518258937,0.00371842817925778,2537790081.75103,1066849118.34133,7526810822.09373,11131450022.1861
"13",9,6.2229799,28.70757,15.077804,0.018231998,9.311087,9.1635444e-06,0.015856545,8970199.8,4010923.46242314,0.0703510224302755,453102585194,394925347447.937,448429227058.047,1296457159699.98
"14",5,168.24472,35.19343,8.5455107,0.010450953,8.0149925,4.3101288e-05,0.048646078,191024.91,194442.620816686,0.183920237260604,22373857011.9944,17437405262.4858,22809341739.746,62620604014.2262
"15",31,59.082161,29.673902,18.551021,0.010716592,6.7193949,9.4062374e-05,0.02289202,380074.92,69943.6635599332,0.0186690413683596,6057287797.81414,2696309090.7129,12463329619.8905,21216926508.4175
"16",24,74.879884,49.401541,38.570768,0.0011661162,3.2905872,8.3806572e-05,0.013302457,8406774.2,381757.896704799,0.00409214859349241,28184865838.8017,8562167824.09031,89528876797.6753,126275910460.567
"17",10,9.6230943,35.124458,34.647722,0.0021915276,4.5383802,1.1690359e-05,0.040949777,418110.62,396963.665525489,0.172251645455046,45310891057.5243,36954941875.334,44967364787.686,127233197720.544
"18",17,123.61909,1.6106141,10.531155,0.0030156878,3.5964895,1.6846245e-05,0.023506822,5986561.1,4481728.47151236,0.0337018292759603,358860477200.229,376654555214.804,676727748993.411,1412242781408.44
"19",32,113.87494,8.276168,1.0119611,0.0027626552,5.9704202,6.316977e-06,0.026174334,1750215.3,945257.405216178,0.0291049482406244,80527357055.8765,49550948685.5021,170585229592.72,300663535334.098
"20",22,16.55368,28.785935,7.4319927,0.011382359,3.4683195,3.403404e-05,0.012800464,6262318.4,1576814.15187845,0.0385486729180593,173677234563.569,133329058678.978,192123129599.436,499129422841.983
"21",12,120.80689,40.575682,43.83535,0.011850935,6.5450626,5.3663341e-05,0.010003338,9999914.5,563159.229771705,0.0069417542470562,49310208096.529,20902371606.2512,99979257879.2986,170191837582.079
"22",19,167.47857,40.469193,3.3046039,0.017349967,8.7010434,2.3323256e-05,0.025043041,8374610.1,3946719.74938666,0.0946395684324859,459097391888.988,345779287863.874,455811404813.447,1260688084566.31
"23",18,106.0158,22.59127,10.11384,0.0016645654,9.0986911,3.4844013e-05,0.0091539265,9387124.7,753500.013166696,0.00517864525175185,57952019709.0579,22092732599.9145,166895352842.227,246940105151.2
"24",13,1.3856735,23.483196,26.726522,0.010668903,6.3678164,1.9768736e-05,0.036100119,8562518,11062449.7093703,0.177251305085505,1222185463529.83,1158830376794.6,1192136645232.2,3573152485556.64
"25",40,117.27334,25.890406,49.723876,0.015488201,1.1906619,2.958598e-05,0.019974465,1626652.7,301109.252659798,0.0162587124834122,24210266410.7862,10535489050.8995,53985887563.355,88731643025.0407
"26",26,163.85775,6.4475534,21.037163,0.0021954059,0.48856216,6.448101e-05,0.045999751,9449072.3,13689720.0225014,0.0981924118039274,1301378869738.4,1329161518077.74,1756862593694.24,4387402981510.38
"27",21,94.84718,28.610983,35.466855,0.019167453,3.2321276,2.57294e-05,0.032773713,44207.552,9993.0244550554,0.0109352794361425,547455566.540084,136726407.717016,2466254409.37767,3150436383.63477
"28",25,126.21431,36.694202,38.904982,0.018914809,5.8985356,3.7047925e-05,0.044387815,9975575.1,2972965.43721564,0.0378900426924234,278281195506.701,130554051692.799,512404040043.236,921239287242.736
"29",27,137.19565,26.03045,37.604099,0.0091874248,6.564229,3.2334154e-05,0.047811546,9632295.4,4962926.42665336,0.0607583316936819,514981078613.291,293010840341.205,810990815567.68,1618982734522.18
"30",30,132.49474,27.70433,32.90775,0.0031032734,1.7779806,7.252577e-06,0.0062915983,5920582.9,343821.179705363,0.00673509905575411,35230313240.025,18562158303.4773,58700643692.2954,112493115235.798
"31",48,42.799398,13.28556,30.823754,0.0064108195,1.3061737,3.8238429e-05,0.037473981,6655336.7,4575835.2572905,0.0555370666772303,433771699955.995,290966771790.104,716015169457.838,1440753641203.94
"32",39,135.60405,38.121014,11.349838,0.0074072998,9.5270655,7.6237852e-05,0.04261379,6969519.8,2173340.06954535,0.04678676447,230878138224.629,117783825346.79,346749607898.894,695411571470.313
"33",47,85.991718,9.4147251,4.4420077,0.0071422271,1.4254124,1.8322023e-05,0.0061960775,9118708.7,1006314.73873929,0.00461002636887585,72207847684.3817,32150208194.9122,209601182190.932,313959238070.226
"34",35,65.760961,17.91425,6.4067843,0.016173701,5.4354227,6.1235022e-05,0.032583896,881385.58,336160.817935416,0.0266123718581809,28135669461.8195,13029395683.3013,66133557102.4165,107298622247.537
"35",34,178.38673,26.747362,15.326852,0.01508557,2.3274788,6.3370098e-05,0.038611744,6720794.5,9228152.52040852,0.206081182315483,1020877802453.93,940578871498.841,978039655949.871,2939496329902.64
"36",56,162.83756,21.791374,10.038774,0.0021778646,9.8163266,7.201857e-05,0.03742719,6067065.1,4981989.53182052,0.103553561971286,533654201902.577,433870255525.415,631931297966.102,1599455755394.09
"37",29,8.5436125,24.26398,19.313852,0.012648605,8.9610328,9.5175061e-05,0.03918851,6569981.9,7144976.85254407,0.15125283565288,776797555255.038,672965034570.323,815647745298.606,2265410335123.97
"38",43,159.24728,8.9641204,12.786405,0.0030087963,0.95700807,6.1556617e-05,0.031641825,3167330.7,2806907.36584825,0.0677695076032715,274277190069.757,252190635832.026,372514958642.596,898982784544.379
"39",33,136.15389,36.555468,6.030007,0.004946218,0.85174793,6.9433175e-05,0.022038651,2002151.7,337495.292309028,0.0247113313565213,36451809316.0454,18817334262.6267,53922940917.9445,109192084496.617
"40",42,113.69425,23.697267,21.986124,0.0048392342,9.5152708,2.9170081e-05,0.0072881324,8299876.5,530837.943018466,0.00499731700106331,45382084632.7301,19534018849.4109,108930079454.886,173846182937.026
"41",37,176.85905,2.6148949,19.657073,0.017318218,1.6959024,4.6397986e-05,0.010426186,7604122.1,2923374.18238954,0.0206140598365501,256589274023.952,337315172137.737,351035005743,944939451904.69
"42",20,152.31004,46.721759,24.477269,0.016889996,7.9356002,9.3962381e-05,0.043388337,9340224.4,3599592.7785384,0.0800173380623547,427637779607.263,261592498687.682,494584285883.741,1183814564178.69
"43",38,130.07887,45.538652,19.429187,0.015287404,3.3320359,1.0952355e-05,0.032901328,8452999.9,1506628.11919674,0.0281071198666348,164319413513.905,79466502808.0374,248975110855.913,492761027177.855
"44",55,10.901579,41.916689,42.991791,0.010258712,1.6797951,3.2324152e-05,0.019792195,4511530.4,1809239.36602795,0.083265119980352,207033827758.073,159058326621.872,201481064013.661,567573218393.606
"45",45,78.554053,2.6988127,26.142891,0.012978059,6.058941,7.0952102e-05,0.046679354,10592.869,13787.2455833511,0.0546355325810198,1113970419.10021,938850739.647828,2358895423.12437,4411716581.87241
"46",50,64.667696,37.428047,23.466282,0.0093539716,0.21812185,5.2587054e-05,0.023440244,4958339.8,600410.83713015,0.0125517913019431,56368408756.2713,22166490420.3197,126957949957.696,205492849134.287
"47",41,13.083459,21.047998,15.190753,0.019193065,5.9544425,5.1569535e-05,0.04082985,5078632.2,5257661.26413479,0.129463164163206,561182059464.968,472941709684.324,628444938573.757,1662568707723.05
"48",63,16.331921,11.235387,19.239278,0.014390929,4.4140636,1.8662577e-05,0.028552346,2574994.5,2095317.18866279,0.0700051744652677,210004558577.851,193159532116.158,266353525579.057,669517616273.066
"49",58,92.932553,22.140114,40.570914,0.0055059861,3.45245,7.1739566e-06,0.023950705,8330328.1,1923122.54206484,0.010000796288608,105551265382.197,29727970112.0603,445181556767.523,580460792261.781
"50",28,47.241539,22.77981,11.100215,0.0090485898,1.7975523,4.0125851e-05,0.033658844,9371549.1,3573770.76111073,0.039325942368266,356590064951.161,203702653422.787,609971157437.932,1170263875811.88
"51",64,170.59756,37.153612,4.5370885,0.0073482373,8.8670065,6.1927582e-05,0.029287412,5452541.1,3603457.22938458,0.125295805988158,420509371417.366,331673010142.024,409332102615.824,1161514484175.21
"52",66,90.127277,26.152674,16.938043,0.0081567801,2.1113756,3.9728704e-05,0.01697291,2363268.4,298346.049160921,0.0048692962614373,14112320031.3001,2936342324.41479,77788825632.4908,94837487988.2057
"53",71,83.600248,40.848481,36.124837,0.019194039,7.1558488,1.3283855e-05,0.045501312,7564052.7,1502422.08705075,0.0112136126805035,89629550281.4608,20867632059.3368,390592083005.807,501089265346.605
"54",51,29.971296,41.184515,46.808462,0.015200677,5.374,3.0617291e-05,0.015172873,6343017,993153.089101615,0.0289406566248937,104043459766.212,65027670369.3378,127800525242.434,296871655377.984
"55",53,161.57813,17.299287,45.354043,0.017200292,0.10215149,8.07861e-05,0.011965483,1427961.3,406063.948267956,0.0308689494899189,42179693790.4055,34619525569.7426,51558438199.5664,128357657559.714
"56",61,88.915803,32.570023,30.735919,0.012337223,4.5342454,1.3694522e-05,0.044585663,5906614.5,1542439.90511363,0.0106236770196899,71610386800.3744,14269199533.1286,413933855868.968,499813442202.471
"57",72,169.37639,2.4272319,41.142878,0.0022189485,5.5503926,6.1755042e-05,0.040550651,4939178.9,7187200.66480932,0.0766177582377716,619457953505.852,778590345537.156,896672986307.835,2294721285350.84
"58",74,137.07257,6.681437,35.446315,0.0081512665,0.43992205,7.7162718e-05,0.035516586,4190045.5,3668741.20805304,0.0539820013486749,330330813091.066,267945840110.697,568939322372.531,1167215975574.29
"59",59,57.425929,3.8932453,41.347537,0.018107691,3.8265835,7.2688711e-05,0.044506475,5019130.1,6055088.72068641,0.0597864542462825,512600805340.988,426791832503.944,973937715716.738,1913330353561.67
"60",36,44.466999,29.801845,26.823268,0.0073961039,8.2500563,7.700639e-05,0.017533494,8120471.4,1343967.0257289,0.0209316380419445,135369855340.124,75361161229.7823,217255780728.331,427986797298.238
"61",79,123.92195,35.634146,30.593117,0.012463417,5.5725651,2.6885135e-05,0.022780779,1916276.7,293036.290745867,0.018326151016913,26772358171.549,12287310255.4957,51638735499.3511,90698403926.3958
"62",69,164.48714,7.0624361,41.720654,0.010208306,9.6181446,5.6464249e-05,0.010387996,1622752.3,538204.54004165,0.023288944970889,50800927638.8688,50868760437.7117,67221015584.9934,168890703661.574
"63",67,69.145587,18.983972,37.683194,0.015002711,6.6903778,2.0332382e-05,0.038705515,6616289.6,2876089.95784497,0.0291513724741622,228126591641.075,101318294437.21,573293397772.334,902738283850.619
"64",82,132.52041,48.806721,39.540703,0.0036787941,2.4348648,2.9163195e-06,0.020008539,3033071,278877.181364235,0.0158624082960379,31917395718.5385,17108096189.0188,44461764616.5551,93487256524.1123
"65",49,49.483231,47.4045,27.82641,0.0066438599,6.9611482,7.327022e-05,0.035192089,622402.59,110790.602399955,0.0291417106264203,11939344856.1925,5549022787.15711,18492160975.0697,35980528618.4192
"66",87,55.13793,10.033495,46.841321,0.0095483428,5.0370242,6.3675483e-05,0.031995268,702182.12,423379.790666576,0.0386838661540357,37650026373.5811,24104382731.5859,73136179304.967,134890588410.134
"67",80,156.28448,26.092481,22.519006,0.0066501902,6.5019042,5.8467389e-05,0.046556461,3275212,2594135.42772482,0.109405561243101,276872774004.622,198713900312.284,339040097729.757,814626772046.663
"68",57,90.814121,22.62808,15.675824,0.018370114,1.9014846,1.6100861e-05,0.013780505,2553748.2,313377.048360355,0.00486148300407699,16223332079.572,3950345381.31717,77886213384.5761,98059890845.4652
"69",90,106.40044,34.655103,25.711574,0.0029799282,8.9018806,1.9383518e-05,0.046502812,74024.48,23350.6933501176,0.0247359576016322,1415597870.2795,492385682.838135,4423594803.42305,6331578356.54068
"70",46,137.96906,34.945107,1.562887,0.011244787,3.6213617,9.1974673e-05,0.039906063,1244352.7,427264.447749513,0.0498405102821112,44436496121.8775,23924136036.3718,65258359918.7473,133618992076.997
"71",95,74.771031,9.7826526,44.804487,0.019198887,2.9549124,9.1820663e-05,0.03111082,5262426.9,2884774.69694101,0.027519502904404,224234348357.114,113776406245.305,562686156926.661,900696911529.081
"72",98,51.698227,2.1502265,2.1788513,0.012777316,1.2163555,3.828948e-05,0.0088783589,9169650.4,2449864.25891228,0.0125272019600208,205233630115.249,211083711595.576,380764597340.131,797081939050.955
"73",77,22.565768,27.934434,45.127096,0.0031957829,9.9044006,7.0117801e-05,0.049456734,3711072.4,2949518.47699288,0.115914440810919,332811734235.568,237849247923.254,396105364104.251,966766346263.073
"74",44,49.087794,34.970947,37.112283,0.018839708,9.2346022,8.2065268e-05,0.024146289,1842906,332137.413204872,0.0238682599841026,33150846543.4399,16503208873.4085,55039081207.2759,104693136624.124
"75",88,63.182745,24.948409,29.078107,0.013998129,4.7649636,9.384155e-05,0.024473374,5946820.1,1319907.11131847,0.0189426864091176,107568308769.863,49134654078.697,250306198701.014,407009161549.574
"76",52,87.573129,15.146742,15.821881,0.012782841,5.5185817,8.4808757e-05,0.025472242,940480.45,286016.344079959,0.01261203024897,18940423952.5177,6214784448.43307,69395094152.6202,94550302553.571
"77",96,96.714716,23.041499,47.013629,0.0076879228,7.2121635,2.9890482e-05,0.0095599204,7645959.5,663265.850453235,0.0043121841997924,37803791436.181,11297529441.6161,149940609668.295,199041930546.092
"78",65,13.274834,34.753683,11.846429,0.010824309,5.4774684,1.6870335e-05,0.008540309,3214956.1,538086.885767488,0.0298152709631378,61981154508.0656,47811746698.9349,63453387755.6047,173246288962.605
"79",75,138.63682,36.911464,5.2154778,0.01733536,0.86990116,7.3797019e-05,0.032261667,2329965.6,604294.677691122,0.0394985098665826,65082330425.5184,34920263505.1335,93867368838.1519,193869962768.804
"80",85,159.943,19.727785,25.407113,0.01381397,7.7856576,2.2608429e-05,0.022281827,2844820.7,1336341.99200924,0.0549506571609149,143255151339.76,114462084574.781,177153782316.65,434871018231.191
"81",104,96.200971,10.19416,38.792342,0.0028722703,0.56387146,5.4993568e-06,0.012454268,1743671.5,347659.272209715,0.00872537723235616,27552774693.9384,12487914481.5674,76602985950.3887,116643675125.894
"82",103,5.9496758,34.055941,9.1072049,0.017998029,4.6279802,1.8558071e-05,0.01187615,4433337.3,1456203.72472158,0.0586829879320563,166340228961.174,139098118466.59,158463598961.749,463901946389.512
"83",106,171.96494,18.500936,17.044757,0.016346027,3.8332918,6.8658277e-05,0.032092304,6753959.8,6508189.9622756,0.112087423116117,688170090551.121,631776961954.359,755036097733.214,2074983150238.69
"84",111,151.56713,7.7956968,31.863426,0.016666175,6.023262,6.5195129e-06,0.005446004,9110350.4,1316104.38456654,0.0101057590066727,126085374854.38,110772398774.344,187523993676.685,424381767305.409
"85",54,163.65746,33.121968,22.401915,0.0093016754,6.5600988,7.1983836e-05,0.028881109,5338391.5,2738448.9876413,0.0871657031473389,314274753882.911,235828138086.482,340791749647.456,890894641616.848
"86",73,9.0151171,27.487219,1.3519037,0.0058671477,0.14832153,1.6991561e-05,0.039784644,4274041.4,4495966.08597417,0.159546636350595,497676646542.849,420032113734.161,510578708863.173,1428287469140.18
"87",60,177.59558,19.774473,11.060078,0.0029654511,5.3886675,7.9164259e-05,0.01532127,8147737.2,4419036.65458838,0.0662697767356818,468796926721.207,454206850192.122,477536523470.442,1400540300383.77
"88",83,130.57416,35.559611,23.589769,0.012492396,8.4720827,1.4581557e-05,0.028519099,5114246.5,1085128.47143852,0.0282772184241867,108248347629.615,54584160249.5526,178400051869.279,341232559748.446
"89",93,151.47192,25.022742,15.351143,0.002759356,1.0531024,2.2196293e-05,0.023911781,8240292.3,2955870.88329697,0.046718270795971,325956022519.725,222206494907.126,416906635575.483,965069153002.334
"90",119,74.572787,5.8595599,26.30466,0.0034821442,9.4354502,7.8816007e-05,0.0064676793,6092397.5,880472.84195164,0.00670063492019006,71014082301.9911,45635522531.3503,162438721910.742,279088326744.083
"91",101,102.89787,17.607751,27.935653,0.010574865,2.8529685,5.3300177e-05,0.029027822,9582249.8,3067092.47790521,0.0176306907669044,227694790257.751,88136416253.0235,676621722438.36,992452928949.135
"92",68,49.874724,25.612606,17.436825,0.010561029,3.3791645,2.6337625e-05,0.033598226,4292926.4,1493636.27692327,0.0373145444279106,142800340281.761,76203491693.791,247303380206.996,466307212182.547
"93",81,113.31782,36.32646,1.9294068,0.0017462771,3.7038874,6.141506e-05,0.044442495,5185406.4,1436492.48374656,0.0269196091371391,109279582359.077,41079293691.4559,265350975761.25,415709851811.782
"94",127,117.37056,31.71437,3.939206,0.0028398388,9.4545426,1.1608088e-05,0.010956787,1434529.7,110412.187920615,0.00756176576074965,10109341549.4927,4352148281.4492,20997316362.0402,35458806192.9821
"95",62,47.906011,26.382533,21.595837,0.013705146,9.1626414,6.3831657e-05,0.041232734,5589337.1,2321630.94219972,0.0465385306277748,229593173686.335,123918970459.096,384807618053.881,738319762199.312
"96",114,128.64779,41.186654,33.250705,0.0089838282,9.7978513,5.3523303e-05,0.048809968,8258754.5,2217448.66493068,0.0385398624238721,240016035388.838,114566357378.605,404116766073.309,758699158840.751
"97",89,92.389266,15.902877,39.750741,0.017549234,6.0439401,9.4925887e-05,0.0089972335,1393142.1,151638.682377283,0.00450795331770295,8965231493.19824,2972108075.53998,35519015367.2837,47456354936.0219
"98",109,160.33275,3.5418222,8.8701896,0.014892539,2.5196105,7.2448079e-05,0.027050574,4883769.3,4431773.49928201,0.0510300766058362,392232070456.393,435449852042.941,573101823660.409,1400783746159.74
"99",70,95.354531,21.363887,10.037075,0.010004236,7.356218,9.4633979e-05,0.02105108,9516771.3,1837876.61276642,0.00906040856789003,107338636187.103,33025657212.2957,442873062709.97,583237356109.369
"100",76,149.00711,31.969533,45.536153,0.018402761,0.52881564,6.5014647e-06,0.046835215,6839354,3840970.11113878,0.0852021315689685,415034461371.351,255615173299.538,536047580850.471,1206697215521.36
"101",97,84.225126,12.466541,34.070041,0.019918176,1.6321602,6.9336484e-05,0.0085826666,1685199.4,214110.539188723,0.00560589589706933,14476223129.1494,5719698961.14932,46215689466.2314,66411611556.5301
"102",122,168.82151,1.6058233,28.025813,0.010813937,7.8655527,7.5545043e-05,0.035356513,4187514.3,5531280.38335377,0.0653303650694873,445099810079.52,595061260811.343,674782250675.45,1714943321566.31
"103",112,28.758154,46.276548,8.6072278,0.019398001,7.8636271,7.3453004e-05,0.03098996,6163448.7,1671762.17269429,0.0553776251562626,196635395145.018,118642544236.336,228982538487.359,544260477868.713
"104",105,89.726421,30.240108,38.898914,0.004246525,5.0876262,2.7688978e-05,0.0088892778,2009887.8,111337.088234071,0.00213530761509629,5061737388.52632,922120949.371458,29903536590.6819,35887394928.5797
"105",117,49.425867,14.503603,48.073835,0.018960535,4.0353352,4.4955942e-05,0.023630519,3178092.1,1206831.92241144,0.0300790851595921,111620875908.293,68645306577.485,200144416575.183,380410599060.961
"106",91,152.27668,35.311514,4.4179755,0.0086540186,7.5067007,7.8778994e-05,0.042767627,7445434.7,3738790.0586803,0.0839459365487169,416990438115.763,274448951445.595,516868287886.245,1208307677447.6
"107",130,69.446647,29.274987,23.089032,0.01479163,5.847263,5.3954187e-05,0.012006032,9674271.1,849382.783472526,0.00707622191347902,64713741030.4102,24871205596.5433,171630243990.114,261215190617.068
"108",78,2.8561862,26.0283,30.106717,0.0075235594,7.0610146,6.9889146e-05,0.0093358589,1423593.2,452365.660086637,0.0467850097942436,49701376686.9737,44953401241.9844,48026464576.1848,142681242505.143
"109",125,57.157117,1.8441609,18.255668,0.010426076,6.0787399,6.8700552e-05,0.036936778,8493066.3,9735510.63150531,0.0518668165965973,779787459098.669,814553529537.422,1499957060367.3,3094298049003.39
"110",138,100.1063,37.95719,30.239953,0.0028360611,4.6876784,2.9905416e-06,0.040725427,3239662.5,738100.847902475,0.0148525192748572,54140662418.5805,17077474245.9225,161758452656.816,232976589321.319
"111",135,152.20362,37.115704,16.192383,0.006460688,5.2413749,5.4083076e-05,0.026409615,9003400.1,2721357.46238147,0.0524347211527154,303767961186.411,191655082553.95,366176480321.29,861599524061.651
"112",146,83.525495,12.807225,30.614059,0.015762483,4.1807437,4.1810461e-05,0.020981408,3514642.6,1064101.42911342,0.0136477508652261,73289133225.3712,29127362072.2924,231526712735.654,333943208033.318
"113",99,32.098987,26.856769,17.953353,0.019357474,2.1872032,3.1290735e-05,0.028578776,2919674.6,1131996.31181134,0.0516533729246977,119523277805.154,76908743818.9042,160133039402.476,356565061026.534
"114",143,101.68176,44.30674,35.722281,0.010687699,1.0684511,6.5836748e-06,0.018895421,8685401.9,738722.338707294,0.00632229018217459,48869493052.7908,14367519238.8902,160063633813.042,223300646104.723
"115",113,38.295273,42.946997,14.678304,0.01019581,1.3811506,2.4635778e-05,0.048254228,2633464.7,939468.998675553,0.0628349956533708,106210934561.827,58385396797.3956,139365517892.025,303961849251.248
"116",121,127.76753,39.326567,40.94913,0.019847969,6.8231788,5.9353514e-07,0.019561811,6908989.3,448690.869393235,0.0088953311203051,53407094898.4958,27484283363.9162,59561581504.3758,140452959766.788
"117",120,4.8377323,41.623272,25.416371,0.013396849,5.8117346,6.0635485e-05,0.012286224,8356022.6,2888241.96324273,0.0722556153948849,333668040249.24,272539607739.277,303580315977.189,909787963965.706
"118",84,179.90242,47.377208,15.249266,0.01870297,0.9940314,7.2233153e-05,0.010489813,6929137,2659859.27586681,0.0893728237820757,325920476907.83,272505716642.119,273115761222.017,871541954771.966
"119",86,41.975078,31.878089,32.352582,0.01939231,7.6470778,7.9863371e-05,0.030667698,874994.89,253072.253414469,0.039374114162369,25962281855.0911,14323672994.6424,38919124177.8628,79205079027.5963
"120",154,111.89412,40.093478,29.339411,0.010076888,6.2001979,2.2895307e-05,0.031454785,953574.2,156913.484034812,0.0163360397737325,12446342242.781,4510120435.21344,30822540345.5417,47779003023.5362
"121",151,113.26845,40.385976,20.47564,0.011701417,6.5289586,4.0013256e-05,0.011561696,9689220.5,558767.843121866,0.00595485212706151,46278100078.7502,17665082695.6373,112879312516.415,176822495290.803
"122",159,36.58506,17.232839,11.065315,0.0044943293,0.23462113,2.6708297e-07,0.011885499,9126270.6,752263.03649129,0.0080247932504284,75728129211.4909,78124011367.2191,89948622202.7595,243800762781.47
"123",129,122.64232,16.287397,22.983822,0.012427726,0.18634184,2.0173377e-05,0.017980723,2304552.2,561636.117883556,0.018543616923454,50864316824.5899,27053874065.3402,101500254667.264,179418445557.194
"124",128,27.060311,2.4236501,8.2345442,0.010170014,9.8975121,9.7139298e-05,0.040726065,5744002.9,7725906.15089471,0.0690232272074272,667710940206.807,754688044831.539,1053848483480.14,2476247468518.48
"125",92,74.174539,42.622421,18.91339,0.012091257,1.9184241,3.8544785e-05,0.040509544,1127694,200261.711570167,0.0151736611981959,14479425192.6736,4709344334.86173,44713642499.969,63902412027.5043
"126",162,76.769534,24.163728,5.0626473,0.019125079,6.0703224,9.2858491e-05,0.036255881,4762958,1384769.28515444,0.0178718917214635,99928090272.3897,35345581796.0243,320624608227.511,455898280295.925
"127",133,26.555941,40.900104,29.406693,0.0029101641,3.8734054,4.3752419e-05,0.046922268,5985461.5,3395932.58530535,0.107042578842956,350374386657.368,220752247511.646,402158689510.486,973285323679.5
"128",167,159.41671,4.527085,27.460966,0.017200496,6.2340681,3.5207541e-05,0.045394951,7027699.5,10263157.8155295,0.0873235787848867,934665690053.478,984616601171.217,1350458496641.89,3269740787866.59
"129",107,134.69268,41.225723,18.223561,0.01566884,9.2351481,3.9665541e-05,0.035359788,8346190.7,2037850.00223788,0.0383358260081946,208459491090.031,104457983575.537,311804023906.91,624721498572.479
"130",137,171.97359,7.357884,20.377833,0.0065451203,3.4189259,7.4326352e-05,0.046671371,3094832.3,4950319.78869972,0.115694803723501,481833673010.43,509965527877.349,588170271988.172,1579969472875.95
"131",170,12.791442,3.0240171,7.2784622,0.0012147693,8.6506742,3.2607397e-05,0.02043218,1201096.9,861968.5858517,0.0393512489393897,76439447265.6874,91451251622.8229,108234170382.948,276124869271.458
"132",141,73.578005,6.1007854,21.422055,0.0092206978,8.7924641,8.3836821e-05,0.013155053,1231385.8,355963.670459604,0.0136252635293925,29016149725.9085,18446451235.3905,65754098283.3885,113216699244.688
"133",175,81.955311,17.875433,40.74747,0.0066708787,1.9831039,8.2998601e-05,0.024006765,6880477.7,1820846.78629182,0.0130468765649103,120439075139.706,41094703704.3715,409038813542.204,570572592386.281
"134",136,106.21955,34.641778,49.380162,0.0087825635,3.9878633,7.4259197e-05,0.016397731,8470617.3,951997.410406397,0.00876730872621472,55787822581.9809,18123080553.8296,175354012030.458,249264915166.268
"135",100,27.669596,43.718189,1.0045181,0.013066197,4.0243501,3.3767656e-06,0.02349194,9070098.5,1998861.31544626,0.0434035666602032,235155778529.364,161983296566.984,250671654768.274,647810729864.622
"136",145,87.932619,31.190207,42.380771,0.0037592528,1.8155281,6.9235545e-05,0.025237162,4953412.1,773632.511556572,0.00664841735026191,35834668440.4618,6901366028.92718,198825012406.036,241561046875.425
"137",115,23.476907,2.0903059,49.599023,0.0072007377,8.1871663,6.6145492e-05,0.029127984,1960284.3,1936716.85403252,0.0499743807550162,163352212764.784,197211285198.082,259772408910.249,620335906873.115
"138",94,48.477109,40.225012,22.664414,0.0064963526,0.69156631,5.3102387e-05,0.020295181,1634992.7,213131.53615249,0.0192128375742399,21930820287.7803,10692491168.1197,35046042023.3519,67669353479.252
"139",108,99.825093,21.73193,34.391139,0.015190628,5.3349449,5.8741741e-05,0.0069612096,1648058.7,106176.367366996,0.00347113810300406,6800112375.43547,2328657230.00995,24126632032.7639,33255401638.2094
