"angle","gap","Re","hair1","hair2","hair3"
141.96152,25.25,1.0645111,0.014410541967827,0.00662536036001959,0.0168180243069765
141.96152,25.25,1.6567473,0.0159479216733552,0.00737962351853863,0.0186712886429608
141.96152,25.25,2.505,0.0174539787216989,0.00817476029820411,0.0205861056767294
141.96152,25.25,3.3532527,0.0185553251505317,0.00878220032627355,0.0220078762173166
141.96152,25.25,3.9454889,0.019177121964199,0.00913292994144085,0.0228032361272684
141.96152,25.25,4.4376187,0.019625563589465,0.00939023448322671,0.0233817681489862
141.96152,25.25,4.6535351,0.0198064559987197,0.00949475699052367,0.0236145296551329
141.96152,33.664531,2.505,0.0174771803018894,0.010354242596459,0.0192529946534565
141.96152,39.539419,0.57238131,0.0123465893025749,0.00826342299526296,0.0130713455741001
141.96152,39.539419,1.0645111,0.0144433607145639,0.00949287889362514,0.0150460835073937
141.96152,39.539419,2.505,0.0174847152588434,0.0116228191739295,0.0183870694777301
141.96152,39.539419,3.9454889,0.0192074433580595,0.0129349741064759,0.020346671222642
141.96152,39.539419,4.4376187,0.0196557455044571,0.0132862725502341,0.0208562111185779
141.96152,44.421268,1.0645111,0.0144479505999561,0.00977771919715491,0.0143138130218617
141.96152,44.421268,2.505,0.0174889231005534,0.0119190400942191,0.017502755250885
141.96152,44.421268,3.9454889,0.0192116241704863,0.0132144696276799,0.0194377995359712
141.96152,46.563124,2.505,0.0174901941783271,0.0126738262618895,0.0174390809214498
159.7137,6.0787324,2.505,0.00987464647104081,0.00365760063780951,0.0153362181327388
159.7137,10.960581,1.0645111,0.00830963141182239,0.00358034791414593,0.014426077118796
159.7137,10.960581,2.505,0.0101756958812583,0.00448950770968276,0.0177413217100411
159.7137,10.960581,3.9454889,0.0112461759180849,0.005029421124813,0.0197006258302656
159.7137,25.25,0.57238131,0.00722232270001241,0.00847233096774889,0.0131613151239424
159.7137,25.25,1.0645111,0.00847165413827407,0.00979448210788125,0.015084913069749
159.7137,25.25,2.505,0.0103223812768985,0.0120600690882129,0.0184070598923181
159.7137,25.25,3.9454889,0.0113890664894585,0.0134085526483739,0.0204044539952671
159.7137,25.25,4.4376187,0.0116698701582963,0.0137630946572786,0.0209311364718806
159.7137,39.539419,1.0645111,0.0084905519026674,0.0115063096316736,0.0143870421714226
159.7137,39.539419,2.505,0.0103403316596574,0.0140651050970438,0.0175600716306752
159.7137,39.539419,3.9454889,0.0114069151156506,0.0155764074977349,0.0195127711228504
159.7137,44.421268,2.505,0.0103417612607987,0.0141844905186165,0.0171660681327855
167.50227,10.960581,2.505,0.00647580298970428,0.0065395450902231,0.0152082542383454
167.50227,25.25,1.0645111,0.005382795129196,0.0108456467100237,0.0148125404103091
167.50227,25.25,2.505,0.00657412502240738,0.0132350246514705,0.0181800750783217
167.50227,25.25,3.9454889,0.00726309419835448,0.0146685061446294,0.0201552118805911
167.50227,39.539419,2.505,0.00658393756307768,0.0156799157149959,0.017296166006715
171.55619,25.25,2.505,0.00441304991857006,0.0145215765271716,0.0170466605284678
